text,label
very happy with service thank you,2
so much delay not deliver my home do multiple follow up,0
delivery person behave very nicely,2
it not my phone pouch modelwhat u sendi dont want this product,0
product original address per deliver nahi huva,0
go collect my own parcel they didnt even deliver after arrive two day before,0
too slow get package,0
not yet receive my parcel,1
Account open karaya jisase bahut achha vyavahar aur sari bate bahut saral aur spasht shabdo me batayi,2
improve door step delivery,1
since last few month,1
not receive my debit card yet,0
blue dart symble of reliability promptness u keep it up,2
your delivery agent throw rhe product call recording of what he say he accept he throw parcel he do that again what kind of behaviour this he didnt give my parcel my mother respectfully,0
get wrong order,0
disappointedworst servicewouldnt recommend anyone n if someone tell or ask use bluedart surely make assure that he also doesnt use bluedart courier in his whole life,0
company track system need take care,1
not recieved order which gsk you deliver order,1
please make sure that courier hand over right person,1
my package not deliver me where my parcel,0
waste service,0
customer first,1
good,1
delivery guy keep ring bell very much in hurry rude,0
top class service very polite behaviour delivery executive very knowledgeable highly satisfy with his service,2
your delivery boy manner of communication very poor he didnt come my address deliver parcel instead,0
very patient well speak delivery guy v respectful helpful,2
not deliver at door step,0
best delevery person good behaviour,2
would like report issue regard my recent delivery delivery boy do not deliver order on time also provide incorrect information his officesystem regard delivery status,0
parcel long time wait deliver,0
bad service of bluedart come take order from store,0
fraud saaalee,0
delivery guy didnt deliver doorstep keep haggle come away from home also rude while talk,0
please cancel my order this wrong item,0
Very rude and unprofessional delivery person- Ashish Chowdhury.,0
it take almost two week deliver my order,0
very bad service on head office also delivery boy miss behavior on telephone,0
tell your staff maintain some patience while have conversation,1
do not receive any parcel,0
should notify customer in every hub parcel reach,1
it not deliver medelivered wrong person,0
keep discipline employee sometimes they reject order by themselves,1
not receive my order even after speak delivery guy ask him deliver it on th nov even since no one available receive parcel,0
already make order delay without contact customer mark that customer not available,0
person who come for delivery helpful,2
Account opening process is good provide more account types option through online.,2
delivery agent mark delivery without even attempt till time escalate they didnt have any intention delivery,0
friendly helpful,2
item not deliver,0
"Order not received, delivery agent asked for OTP but order was not delivered",0
good service,2
"Bad service, delivery delayed",0
it is good,2
thik hai,1
extremely poor service,0
good service,2
order not delivered,0
thank you for prompt safe delivery of my order your hard work very much appreciate,2
The colour and design of the product is absolutely different I want to exchange,1
delivery delay than given time,0
bahut jyada lal ho gya hai purana stock pack karke bhej diya hai or isme return ka option nahi hai,1
excellent service,2
it is not my order,0
havent received my product delivery agent number not available very expensive item,0
Item has been changed,0
package received opened item not missing but seems used earlier,0
delivery person left parcel with security guard without informing and no delivery attempt was made,0
delivered on time but no return option and customer not contacted when call failed,0
bad service never seen before,0
on time delivery,2
bekwas mujhe mila hi nahi order phir delivery kaise kar di,0
good logistics service no further comment,2
delivery partner behavior very poor service delayed by days never recommend bluedart,0
not at all good service,0
neela kumar very good delivery person thank you blue dart,2
item damaged please return this,0
order reached hub delivery agent did not contact rescheduled repeatedly had to collect item,0
please hire delivery boy who knows the area,0
u deliver wrong courier,0
good service,2
very poor service expected delivery by 1st oct fake update customer not available caused penalty due to delay,0
good delivery experience,2
kit not received,0
packet marked delivered but not received no call no otp,0
parcel returned saying wrong pincode even though pincode was correct customer asked to contact care,0
very good service,2
iam not receive order please give me detail,0
Everything is good please keep privacy and security related issues always,2
parcel not delivered but marked delivered shoddy service no agent contact,0
same day delivery started by bluedart great service,2
this replacement order delivered earlier box was completely open and wrong product was delivered,0
employee explained account features very well and opened account after banking hours appreciate the effort,2
good delivery thank you,2
product delivered damaged and no return option provided,0
want to cancel my order due to issue,0
delivered so soon thank you,2
very very bad service,0
good service,2
thanks for quick delivery,2
very good service,2
sharan very kind hard working,2
excellent,2
blue dart known for safe quick delivery delivery staff trained and responsive,2
not good product,0
best service also really commendable thank you,2
receive in time,2
too much late delivery,0
order stuck near hub for half day,0
wrong name on order possible fraud issue,0
delivered wrong product,0
not same as shown in picture,0
received different product from what was ordered,0
best service,2
excellent,2
bad delivery,0
delivery very late shipment not delivered no calls or delivery attempts,0
wrong parcel given,0
shipment marked delivered but not received,0
parcel not delivered on time repeated delays delivery boy did not attempt delivery office blamed staff leave,0
bekar service hai aap logo ki packet abhi tak nahi aayi,0
do not receive parcel how can you say it delivered,0
even after giving rating process is cumbersome no punctuality or sense of time,0
very good,2
good delivery,2
delivery person very cooperative service good called for address,2
delivery person refused to deliver to first floor after complaint delivered standing on street,0
good service,2
very good,2
timely delivery,2
courier person not able to deliver on same day,0
bad experience,0
not delivering at right place but marked delivered,0
courier guy did not call and product handed to unknown person,0
technical issue in app resolved by customer care overall smooth account opening experience,2
Best experience I have had till date,2
not delivered to right person,0
pricing mismatch between charged amount and offer price,0
incorrect order received,0
bad service article reached hub near my house but not delivered,0
good service by delivery executive,2
good service,2
do not get delivery,0
delivery executive did not come home had to go office to collect card,0
fast good service,2
delivery delayed for a day and google address was wrong total chaos,0
best service,2
excellent service provider package delivered within a day of placing order,2
excellent service,2
delivery partner could not reach address asked to pick courier from far location very poor service,0
raise complaint because wrong order received please refund amount,0
very pathetic service from local delivery partner,0
shipment not delivered by delivery staff,0
delivery boy behaved badly shouted and did not listen to address instructions,0
excellent service,2
very good delivery,2
delivery delayed and delivery partner falsely claimed address was wrong and nobody was available very rude unacceptable never recommend bluedart,0
encouraging fake seller COD item sent without sender details,0
did not receive product,0
You are encouraging fake seller COD item sent without sender details,0
not delivered to my address asked to collect from office status falsely updated as consignee not available bad service,0
received empty box with paper inside product missing,0
delivery person kept parcel at wrong place while I was not present,0
very bad pathetic service,0
dont take parcel if you cant deliver,0
genuine courier company reaches on time and delivers safely thank you bluedart,2
product delivered earlier than expected delivery boy behaved respectfully wonderful service,2
not good service,0
order received damaged,0
seamless process opened NRO NRE account easily fast track service excellent experience,2
delivery nice express good delivery,2
We are proud to have joined IDFC Bank first of its kind excellent experience,2
super service,2
parcel not delivered and not received,0
received wrong parcel,0
very nice service,2
delivery person handed parcel to unknown person without informing me,0
dont like service,0
good experience,2
very good service,2
prepaid product but delivery person took payment refund required,0
parcel received opened item missing delivery person refused responsibility,0
Great delivery guy smooth process,2
do not receive any parcel from bluedart,0
receive product in good condition on time quality excellent,2
forced to collect parcel due to lack of transport at neelambur office repeated false updates unacceptable service,0
agent delivered product without my consent,0
NRO account not working for weeks unable to transfer money unclear process,0
good service,2
very good service,2
good service by ankit,2
false daily status updates claiming address incomplete,0
not good delivery agent call missed marked undelivered had to collect from office,0
parcel not delivered for days staff not interested in delivery poor service not recommended,0
did not receive my parcel,0
delivery boy behaved very badly,0
delivery agent was rude and unreachable during duty hours,0
nice delivery boy,2
thank you for delivery,2
best service,2
Good service provided,2
want to return my parcel because it is defective,0
delivery boy very helpful and friendly,2
cheating business dirty torn saree delivered instead of ordered product,0
delivery agent was rude aggressive and ill mannered very disappointed,0
delivery agent did not call me,0
last time had a bad experience,0
parcel delivered to wrong location and not received,0
fake express delivery false attempt updates and repeated follow ups required,0
order is fake want to return very disappointed,0
keep up the good work,2
delivery agent refused to open and verify product behaved rudely shipment incomplete,0
nice fast service,2
product superb sound quality,2
not delivered product,0
very bad service,0
self collect from hub every time due to late delivery very poor service,0
poor product quality,0
good service,2
do not receive order,0
didnt receive complimentary gift,0
bad service,0
order dropped kilometers away and doorstep delivery denied rude behavior on call,0
excellent,2
nice product,2
hassle free delivery,2
delivery boy did not come to deliver parcel and kept updating false status,0
worst delivery service,0
excellent service,2
delivery denied to home told service only on main road market area,0
very good behaviour,2
delivery person talked rudely no manners during delivery,0
missed order no call received but status updated as not reachable,0
fake jewellery wrong product delivered,0
awesome service,2
excellent delivery happy to receive this shipment,2
worst service did not respond to calls delivered to someone else address,0
not receive any delivery,0
package not delivered to me,0
delivery person left parcel with building security without contacting me,0
wanted to cancel order but delivery person did not contact and delivered to security guard,0
very good service,2
it not delivered yet but status marked delivered without passcode,0
very good service,2
excellent service,2
didnt receive parcel,0
amazing service,2
delivery partner kept promising delivery but did not deliver,0
product not as shown in picture fake seller should be refused,0
order delivered to wrong person,0
delivery person reached my home and delivered successfully very good service,2
had to go for pickup no one answered calls at godown very upsetting,0
delivery person talked rudely and asked me to collect consignment from different location,0
lipstick delivered was empty and used product,0
vinayak gaikwad very good delivery person,2
delivery person personally called and delivered package to my home great service,2
delivery person spoke angrily and insulted woman at my house,0
do not get any parcel no call for delivery,0
delivery slow,0
do not get delivery,0
package tampered and torn delivery person refused to take responsibility,0
excellent service,2
your bluedart staff did not deliver my medicine repeatedly delayed,0
no phone call from delivery person marked consignee unavailable extremely poor process,0
account activation delayed for four days after welcome kit no update provided,0
excellent fast service,2
very bad service,0
account opening process is very fast,2
everything is seamless thank you,2
wonderful delivery partner,2
delivery got delayed beyond expected delivery date,0
delivery person behaviour was very rude and disrespectful,0
Fix or close my account asap waste of time,0
delivery on time good service thanks bluedart,2
very poor delivery service,0
wrong product delivered,0
parcel not received status marked delivered,0
staff behaved rudely and used abusive language,0
delivery agent did not call and parcel not received,0
received damaged product,0
Amazing experience,2
very happy with this courier service,2
wrong flip cover delivered instead of ordered product,0
delivery executive very good and polite respectful great service,2
order delayed almost a week not recommended to friends or family,0
delivery delayed no call for reschedule and no doorstep delivery,0
order not delivered,0
delivery experience was good,2
very poor service,0
didnt receive parcel,0
havent receive my order,0
order delivered to watchman without delivery code,0
received message for order I never booked,0
good service,2
Online system is excellent mobile app is very user friendly,2
very poor delivery experience,0
bad delivery man arrogant behaviour,0
scam totally got scammed,0
delivery boy behaved very rudely and arrogantly,0
false status marked consignee not available delivery delayed without call,0
fake product delivered,0
great service with timely updates,2
smooth delivery experience,2
good service,2
excellent work,2
it not good at all,0
too late delivery and no response to on-time delivery requests extremely disappointing,0
first time did not receive parcel,0
didnt receive my package,0
no issue service good,2
very good service,2
excellent service,2
Good experience,2
very suitably delivered,2
delivery partner was very rude refused to come near doorstep and spoke harshly unacceptable behaviour,0
you did not deliver and asked me to collect not recommending your logistics,0
delivery person refused door delivery and asked me to travel long distance,0
poor service,0
very bad saree quality,0
good service,2
best delivery,2
great job by santosh,2
well spoken and very professional delivery person,2
great service,2
very good service,2
great service delivery on time,2
wrong product delivered ordered tshirts received pants,0
parcel delivered four days late very poor service,0
very bad service,0
parcel delivered to security guard instead of flat doorstep unacceptable,0
excellent service,2
fantastic delivery very fast delivery,2
didnt receive product,0
very poor service,0
best courier service,2
very nice service good behavior of delivery man timely service,2
didnt receive my order but status shows delivered,0
courier did not deliver my shipment on time,0
excellent service,2
after repeated promises shipment was delayed and no action taken pathetic service,0
package delivered to wrong address,0
excellent service thank you please call recipient before delivery,2
not receive my order,0
courier not deliver,0
delivery boy refused doorstep delivery and behaved very badly,0
havent receive my parcel,0
delivery person left bank card outside house without notification,0
Everything looks good but no email transaction alerts received,2
very good service,2
bad service,0
delivery person went to wrong address and kept postponing delivery unacceptable service,0
no proper service had to visit agent multiple times poor communication,0
shipment supposed to be delivered earlier but fake delivery attempt message shown,0
Delivery of Debit Card was atrocious repeated false consignee not available reports and no resolution,0
customer support excellent,2
very good,2
bluedart delivery boy very nice friendly behaviour,2
Not proper service,0
worst experience extremely poor service shipment not delivered on time no support forced to collect from far location,0
agent did not listen properly during validation and was in a hurry,0
not good experience,0
delivery boy late,0
didnt receive any parcel fraud case,0
delivery staff behaved rudely threatened customer and refused delivery,0
good service,2
good delivery,2
awesome product experience,2
very good,2
good service,2
happy with the service,2
satisfactory service happy,2
very good service,2
order not delivered,0
parcel not received even after providing OTP,0
delivery failed only SMS sent no delivery attempt,0
delivery delay with no communication,0
very late service needs improvement,0
wrong article received only car mobile charger in box,0
cannot receive my parcel,0
bad experience delivery agent behaved badly,0
important shipment delivered late with no communication unacceptable service,0
didnt receive my parcel yet,0
excellent service,2
very good service,2
very late service needs improvement,0
wrong article received only car mobile charger in box,0
cannot receive my parcel,0
bad experience delivery agent behaved badly,0
important shipment delivered late with no communication unacceptable service,0
didnt receive my parcel yet,0
delivery partner demanded extra charges to deliver at my address,0
received wrong product no return option total waste of money,0
delivery executive threw parcel carelessly and did not ask for OTP,0
wrong item delivered customer deceived,0
very bad experience delayed delivery and very rude executive,0
size issue and poor quality product,0
fake item delivered,0
delivery partner rude and unprofessional strict action required,0
wrong information about address marked without OTP or call,0
very poor service local dealer delayed delivery excessively,0
need to return product very worst quality,0
didnt pick up order,0
order delayed,0
not satisfied with product,0
Very bad service,0
very helpful delivery executive,2
excellent service,2
very good service,2
good communication,2
great service,2
love it,2
very good product,2
your delivery service was very late,0
very bad service,0
bad and rough delivery,0
delivery shows delivered but package not received,0
delivery person delivered to wrong house and asked me to collect later,0
trash found inside parcel box,0
had to collect parcel from hub far away customer care did not help,0
very late delayed delivery,0
no delivery attempt made had to collect from hub,0
did not receive my parcel,0
bluedart forced self collection from office very bad service,0
package marked delivered but not received,0
very poor delivery not delivered on time,0
product not delivered to me,0
ruthless aggressive delivery boy,0
deliver wrong product,0
bad service,0
order not delivered,0
do not receive any parcel,0
item damaged,0
product fake,0
product delivered on time,2
very good service,2
superb service,2
good service delivered on time,2
nice packaging and good delivery service,2
very good service by manager and employees,2
good delivery,2
good service very fast,2
product top class delivered earlier than expected,2
excellent service,2
nice service,2
always best service,2
very very good service,2
delivery person argued and forced me to arrange cash unacceptable behaviour,0
very bad experience,0
zero balance account misrepresented minimum balance demanded scam,0
didnt receive product at all,0
wrong product material received used item after many follow ups,0
extremely bad service,0
many times delivery avoided with false reasons no call made,0
delay parcel without any reason worst service,0
very poor delivery,0
no response had to go nearby location to collect parcel,0
delivered after delay extremely poor service,0
wrong product delivered by vendor,0
charged extra money by delivery agent without reason,0
parcel delivered to wrong address,0
didnt receive parcel but marked delivered,0
item not delivered today,0
very rude delivery partner no patience,0
parcel delivered to wrong person wrong address,0
handed parcel to watchman without informing no call,0
we did not receive our courier,0
amazing service,2
very satisfied with service,2
delivery smooth and timely thank you,2
excellent experience,2
very good job by delivery executive,2
outstanding service,2
stupendous service,2
delivery service fast and good,2
bad service,0
delivery delayed due to lack of delivery staff,0
bad service coordination by logistics partner,0
wrong product delivered,0
order delivery delayed many days unprofessional behaviour,0
did not receive any courier,0
pathetic poor service medicine not delivered despite express charge,0
parcel still not delivered,0
bad service again,0
product not delivered,0
wrong cheap product delivered no return option provided,0
wrong item delivered,0
did not receive my product,0
delivery partner very rude,0
product delivered to wrong person,0
delivery agent kind and ensured reattempt successful delivery,2
it is perfect,2
Already very nice process,2
excellent service,2
love the service,2
very good service,2
superb fast delivery,2
nice good service,2
best service,2
good fast service,2
excellent delivery,2
Everything is fine,2
delivery without informing no call and handed to wrong person unacceptable,0
product missing and carton re-taped very bad practice,0
delivery boy rude and unprofessional during delivery,0
defective product received,0
bad experience with delivery staff cheap service,0
very delayed delivery not happy,0
parcel not delivered yet,0
very very bad service,0
delivery staff rude liar needs training,0
very bad service yours,0
didnt order this never placed order,0
received wrong order not what I ordered,0
delivery partner rude refused floor delivery insisted to come down,0
fraudulent parcel attempt reported,0
charged different COD for same place unfair practice,0
delivery executive very kind service excellent,2
very very good service,2
good service,2
very nice service,2
always prompt service by bablu roy,2
delivery quick partner humble and well mannered,2
good work,2
best service,2
delivery boy very good,2
good delivery experience,2
great experience,2
wonderful bank services,2
he polite and helpful,2
always prompt polite delivery important,2
very good behaviour nicely talk good hearted man,2
excellent delivery,2
awesome service,2
courier marked delivered without delivery unacceptable,0
very third class service rude staff fake address reasons no home delivery,0
worst service parcel kept at hub had to self collect,0
delivery person threw parcel without informing unacceptable behaviour,0
very bad service,0
rude delivery guy,0
day late delivery always delayed,0
not deliver my order,0
order marked delivered but not received fraudulent update,0
product defective,0
delivery boy never comes to floor always leaves at ground floor very disappointing,0
package not delivered nor OTP shared,0
delivery not done no call received,0
order not delivered payment done still waiting,0
product missing from box,0
polite efficient delivery person,2
service excellent,2
account opening easy and hassle free,2
address corrected and delivered successfully thanks,2
Amazing delivery agent polite respectful delivered to senior citizen,2
good service,2
nice product fast delivery service,2
great service,2
good work,2
package received in perfect condition,2
very good service,2
thanks for fast excellent service,2
delivery person delivered wrong item instead of ordered product,0
delivery executive behaviour was pathetic and rude,0
delivery partner not professional gave unsolicited advice and argued with customer,0
shipment not delivered despite multiple follow ups unacceptable delay,0
OTP shared but parcel not delivered fraud concern,0
horrible delivery incharge spoke rudely and refused accountability,0
poor service promised next day delivery but failed,0
cover totally torn due to bad handling,0
order delivery unreliable marked yesterday delivered today,0
order not delivered,0
delivery person refused to go to first floor and could not understand address,0
worst service delivery agent did not respond or deliver to home address,0
parcel missing items not all products delivered,0
It shows delivery attempts but no call or visit was made,0
false delivery attempt remarks without calling customer,0
product not delivered,0
my order not delivered,0
delivery service fast and nice,2
very good staff and service,2
good doorstep delivery,2
v good service prompt,2
awesome service,2
excellent service,2
Overall good experience,2
package arrived open but product intact and fine,2
superfast delivery loved the service,2
love your service,2
service awesome,2
best experience,2
cool and courteous delivery person,2
very good service,2
amazing hassle free delivery cooperative agent,2
professional timely delivery approach,2
good job by delivery team,2
very very bad service,0
order cancellation requested,0
product found to be fake,0
parcel not received but delivery message sent,0
package not delivered on time extremely dissatisfied,0
very arrogant staff refused doorstep delivery,0
didnt receive my order,0
delivery agent asked for OTP but did not hand over parcel,0
didnt deliver the parcel,0
product color different from what was shown,0
behaviour not good and refused to wait for change,0
very bad service by local bluedart office wrong location delivery,0
delivery person was rude and misbehaved on calls,0
very bad service no one responsible for shipment,0
fake product received please return,0
delivery person unable to understand OTP very frustrating,0
very bad service did not receive docket,0
shipment not delivered,0
delivery boy behaviour not good,0
delivery confirmation sent without actual delivery,0
item received damaged missing parts,0
fraud product received,0
trustworthy courier partner always on time,2
good person delivery experience,2
good behaviour and polite communication,2
good service,2
nice response from delivery team,2
very good service,2
excellent service super fast delivery,2
delivery partner very good,2
appreciate pramod for excellent polite service,2
superb service by delivery personnel,2
good experience opening account with IDFC,2
love how delivery lady handled the package,2
Keep up the good work,2
excellent service overall,2
wrong item received please return,0
rude staff and always late delivery no consideration for requests,0
order not delivered,0
product broken on delivery,0
delivery not completed on time one week delay false incorrect address reasons,0
courier boy behaved unprofessionally refused office delivery,0
did not receive parcel at all,0
very bad customer support delayed delivery wrong tracking information,0
day bad delivery slow service,0
your irresponsibility beyond explanation,0
delivery agent refused home delivery asked for self pickup,0
very bad product ordered JBL received used Boat item,0
consignment marked consignee unavailable without visit had to self collect,0
delivery guy rude grumpy and impatient,0
behaviour of delivery boy not good,0
delivery experience extremely slow and disappointing,0
delivery executive rude and impolite behaviour unacceptable,0
guy did not hand over my order,0
overall account experience excellent with strong app and services,2
very good service respect keep it up,2
fast good delivery,2
delivery staff reached on time good job,2
excellent service,2
excellent fast service,2
excellent customer service quality,2
delivery partner very kind and humble,2
excellent efficient prompt service,2
best service ever with good delivery boy,2
thanks for timely delivery,2
great quick delivery with minimal calls,2
day before delivery thank you,2
super service good staff,2
As of now very good experience,2
good service,2
good,1
goo,1
Yy,1
goo d,1
0,1
goed wark,1
goo ld,1
gold,1
goid,1
fjfuuffhhchf,1
good h,1
10,1
fjc,1
1,1
Yyes,1
good l,1
goob,1
you must better,1
yas,1
Gay,1
G,1
yyyhh,1
Ycohxiyxi,1
good no,1
Ys,1
g tum hkfbcc jysig,1
godo,1
yoyo honey singh,1
Yas ,1
my package supposed to be delivered previous day but delay created serious issue,0
extremely poor service courier did not deliver card at office address official complaint raised,0
delivery marked completed but delivered to wrong address,0
not delivered product at all,0
behaviour of delivery boy not good,0
poor delivery service overall,0
fake and dirty product delivered lost my money no exchange option,0
very bad service order delivered one day late,0
wrong parcel delivered,0
very rude and uncooperative delivery agent shouted,0
not delivered at my location,0
poor performance failed to deliver on time and place,0
card not delivered had to collect from bluedart office staff behaviour bad,0
very bad bluedart service,0
parcel not received no call from delivery team,0
delivery of critical medicine delayed unacceptable,0
fraud seller wrong product delivered despite correct invoice,0
courier misdelivered to wrong address urgent issue,0
fraud product received online,0
parcel thrown into mud by delivery staff,0
delivery agent behaved rudely while delivering medicine,0
very slow delivery service,0
wrong product received no exchange possible,0
status showing delivered but product not received and no call made,0
ok ok not satisfied with service,0
very late service,0
KYC not working RM not responsive,0
wrong item delivered,0
executive never attempted delivery and falsely updated status,0
want exchange product due to size issue,0
product not received at all,0
unable to deliver item on time,0
delivery good but received wrong model poor quality,0
not good service,0
very poor service medicine delivery delayed,0
nobody cared about customer time extremely pathetic experience,0
asked for full payment without change and behaved rudely,0
fake site delivered cheap item instead of ordered set,0
wrong product totally delivered,0
delay due to initial delivery difficulty,1
delivery delayed by one day,1
please deliver order on time,1
all good but product quality not good,1
noiceeeee,1
best,1
good,1
ok fragile items should not be delivered on bike,1
check your calls,1
nothing to add,1
all good,1
packaging open internal product packaging also open,1
shipment not received yet,1
top notch delivery overall,1
wrong color received want exchange,1
professional delivery handling,1
order marked delivered but not received,1
order placed by mistake want return,1
delivery on time,1
it is okay overall,1
free service charge expectation,1
nothing delivered yet,1
please inform before delivery,1
delivery misprint address but resolved later,1
please provide delivery executive contact number,1
low quality product,1
charged extra amount,1
item received by someone else status shows delivered,1
service disaster phone not answered,1
best,1
excellent job,1
transparency needed please call me,1
delivery took extra day,1
try faster delivery for critical shipments,1
technical issue caused one day extra delivery,1
sometimes local delay observed,1
provide delivery executive number when out for delivery,1
delivery agent asked to collect from office,1
number one courier service claim,1
not my shipment someone used my number,1
want to contact support,1
inform customer before delivery time slot,1
delivery agent coordinated with family,1
thanks dada,1
by my name correction required,1
delivery details required,1
return order request,1
although location far from delivery point,1
please change details,1
we want return order need contact number,1
correct my name,1
yes,1
nice service,2
good service,2
very nice,2
delivery boy very humble,2
it is excellent service,2
thank you for delivery service liked it,2
good experience with service,2
very good delivery service by team,2
happy,2
process very easy and quick,2
very good service,2
great communication with delivery person,2
excellent,2
great delivery by mr ratan,2
good experience,2
thanks,2
thanks for good service,2
best work by team,2
early delivery excellent service,2
very good,2
very nice good person,2
good behaviour delivery boy,2
deliver person helped despite address misprint,2
fast reliable service,2
nice service,2
blue dart always trustworthy courier,2
delivery agent polite respectful,2
best service in india,2
too good service and environment,2
super delivery boy good,2
good job,2
very very very happy,2
delivery boy excellent delivered in my area,2
excellent work,2
good service first delivery,2
good service in time delivery,2
good work,2
excellent service,2
customer care and bank staff very friendly and helpful,2
good ok overall satisfied,2
very bad service,0
parcel damaged after multiple follow ups and retaped worst experience,0
courier delivered without handover to me,0
fake product received,0
order marked delivered but not received no call made,0
delivery boy did not come to my home address,0
delivery not completed on time poor management,0
delivery person misled saying he arrived waited long very bad experience,0
did not receive order but status shows delivered,0
delivery agent rude and misbehaved with colleague,0
product quality very poor,0
delivery partner refused to deliver at my address,0
wrong product delivered,0
bad delivery experience careless handling of customer asset,0
delivery process very bad forced to collect from office,0
delivery guy reached my location exactly,1
thanks,1
carry on,1
