text,label
in previous delivery no otp be generate,neutral
yes,neutral
parcel deliver but not receive at give address nice communication good,neutral
food,neutral
point of contact detail on fitting,neutral
parcel not deliver but msg receive with deliver,neutral
it take more than minute after approval of entry campus deliver package package deliver with out collect otp otp send me after delivery of package,neutral
not receive my order,negative
maybe them carry change,neutral
goo,neutral
delivery person very cooperative,neutral
good,neutral
good service,positive
improve delivery timing,neutral
delivery time very late,negative
replace,neutral
Excellent IDFC first bank,neutral
very nice,positive
poor communication high price very late delivery,negative
good service,positive
low quality,neutral
fast service,neutral
kindly,neutral
next time inform properly about delivery,neutral
no thought,neutral
good service very thank you,positive
it quick,neutral
he do not deliver parcel no phone call he do go office collect parcel,neutral
nothing,neutral
not deliver but sms recieved delivered dont know why,neutral
nothing much requiredall good,positive
good service,positive
karansinh not jaransinh,neutral
receive on time but minor request if possible then please share number of delivery person when package out for delivery,neutral
Communication with customer is not good in kothapet branch ,negative
this very poor irresponsible service receive my courier after fifteen day,negative
contact you but you dont updated address of your delivery hub in my hometown upon ask for number of any executive present here tell thats it personal can not share provide my number yet delivery executive dial just one number which didnt even connect he straight away reschedule delivery attempt next which holiday get know after reach hubthese many flaw do frustrate me quite well,negative
do not receive,negative
nice,neutral
delay sevice,neutral
self callect,neutral
item not deliver properly,negative
myself go there collect my order my order go cancel next day it important order,neutral
im very happy,positive
good night,neutral
nice delivery,positive
very good,positive
good,neutral
have reject this delivery first time delivery boy again come delivery without my consent because have some other shipment also come from bluedart he ask me otp an give it now suffer loss because accord shipper policy on accepted this can not refund,negative
thank you bhaiya,positive
didnt receive package my address change,negative
very good,positive
very nice delivery,positive
fast delivery good service,positive
last day delivery of product delivery boy didnt call before arrive cancel order without reach destination,negative
pathetic service,neutral
good,neutral
amaze,neutral
delivery delay wrong comment add,negative
no word,neutral
not deliver anything,negative
improve your customer service,neutral
good service,positive
good service,positive
"After the cutting is cut, the message should come that the level has been cut in both Hindi and English or by calling that you too have been cut.",neutral
good,neutral
didnt receive any material,negative
nothing deliver,neutral
best,neutral
excellent service,positive
item not deliver at all,negative
please deliver when address already in use,neutral
shipment prompt but one item miss in parcel,neutral
professional,neutral
no a such,neutral
deliver on time iam happy,positive
mera order mujhe nhi mila,neutral
additionally charge extra,neutral
need return this item that send me,neutral
please try deliver on time,neutral
very good service,positive
thank you,positive
great service,positive
very good service,positive
good good,positive
not receive yet,neutral
shipment hasnt yet deliver me status show a deliver,neutral
good service,positive
your executive ask for aadhar card of receive person,neutral
take too much time deliver orderdelayed delivery,negative
not like that,negative
parcel not deliver,negative
perfect,neutral
service smooth person who deliver shipment very humble polite,positive
your service good,positive
Good,neutral
blue dart best service provider,positive
product bilkul bekar aya h mne kya suit mangaya tha or kya aya h bilkul suit alg or salwar plz return kariye,neutral
service not well,negative
good,neutral
late delivery very rd class service delivery not door door service delivery boy say take your parcel near by location not deliver at adress,neutral
gooooood,neutral
Better in branch experience and better Privileges. I bank with HDFC for Salary and I am a preferred banking client but IDFC gave me a standard salary account. ,neutral
delivery guy really rude have so many experience from this same delivery guy before also all time he really rude or threaten not deliver parcel,negative
best,neutral
o do not recived my credit card till nowand status show deliver,neutral
nothing special,neutral
order pack of get only one piece,neutral
good,neutral
not receive,neutral
same day attempt delivery,neutral
very good,positive
yes sarvice,neutral
good,neutral
not good service,negative
extremely polite staff,neutral
nothing,neutral
excellent service,positive
package late,neutral
very good,positive
receive fake or different which not rayban,neutral
polite behaviour timely delivery item with not any disturbance,neutral
fast service,neutral
very good,positive
very slow service,negative
very good service,positive
nice service,positive
take time reach me but packaging really worth it love your effort for me,positive
didnt receive my order,negative
good support,positive
" I must say the entire process was smooth, efficient, and pleasant. From the warm welcome by the staff to the quick and transparent account opening process, every step reflected professionalism and customer care.

I truly appreciate the bank’s commitment to customer satisfaction. The team was helpful in guiding me through the formalities, explaining the features clearly, and ensuring I felt confident and valued. It was a refreshing experience that left me both happy and impressed.

I'm genuinely glad to be a part of the IDFC FIRST Bank family and look forward to a great banking relationship ahead!",positive
nice,neutral
bahut acha sarvic,neutral
all good,neutral
More transparency about the offer and reflecting same on the screen. No where it is mentioned about non compliance of offer. Not sure whether offer is valid and applied ,neutral
When will the hugs have to be filled,neutral
hygjh hhj,neutral
fantastic service get my parcel day before delivery date,neutral
good service,positive
delivery staff good but issue out of delivery msg come at pm order deliver at pm,neutral
good,neutral
delivery boy friendly,neutral
very good,positive
very bad product,negative
hii,neutral
very good experience,positive
please delete my mobile number a not at khandwa,negative
no manner talk eldersneed improve interaction behaviour which cant insult client especially senior,neutral
very very warst quality damage,neutral
product original address per deliver nahi huva,neutral
good service,positive
worst delivery agent,negative
no call receive from delivery boy,neutral
ok h,neutral
vcdd,neutral
very nice,positive
good,neutral
delivery time very late day,neutral
yes,neutral
every delivery person should speak politely,neutral
location map,neutral
খুব ভালো ব্যাংক,neutral
very good service,positive
good,neutral
wrong order deliver,negative
return damgae,neutral
not receive these parcel who send them what address you deliver them some fraud go on,negative
poor customer relation,negative
good,neutral
excellent good job,positive
good,neutral
this my first time order from arata,neutral
not deliver sign stamp,neutral
very good,positive
good,neutral
staff not friendly at all,negative
delivery on time j,neutral
since you already customer connect ensure notify him on wa or through call so that he she would availablegood receive my both courier today itself,neutral
I need tamil customer service and tamil customer care executive ,neutral
order say deliver but do not get it,negative
Easy steps to understand ,neutral
good dillewary good sarvice altaf,positive
product order not work,negative
excellent service,positive
thank you,positive
Credit card and online banking facilities should be offered . ,neutral
do not get callmsg by delivery persondid not receive product,negative
best service but lete deliverd,neutral
excellent,positive
sir this rong item how can return this not my order,negative
thank you bhaiya,positive
fast,neutral
ok nice,neutral
no any,neutral
delivery person toorude not ready give parcel on my behalf,negative
awesome delevery experience,positive
service of local agent very poor they wait day deliver that too after contact them,negative
awesome guy,positive
delivery boy not polite,negative
Good,neutral
timely delivery,neutral
Keep updated about the tracking status,neutral
good service,positive
service not do,neutral
blu dart service emp very good service good approach,positive
want exchange this u tell piece n there only this not right,negative
Excellent ,neutral
ni helio,neutral
delivery agent behaves so rude,negative
Good process ,positive
excellent service,positive
self recived parcel,neutral
good,neutral
good service for,positive
guy very innocent humble while he give my parcel so these kind of people your organization need,neutral
very good,positive
service beyond since long back,neutral
Rong item delivery  charges  pordak,neutral
it ok,neutral
awsome service from blue dart courier,neutral
good service,positive
it very nice rate thank you team divine hindu blue dart team,positive
badhiya,neutral
good deliver,positive
very happy with service thank you,positive
good,neutral
very good,positive
like,neutral
so much delay not deliver my home do multiple follow up,negative
good service,positive
very nice,positive
delivery person behave very nicely,positive
it not my phone pouch modelwhat u sendi dont want this product,negative
product original address per deliver nahi huva,neutral
go collect my own parcel they didnt even deliver after arrive two day before,negative
not deliver,neutral
Ok,neutral
too slow get package,neutral
not yet receive my parcel,neutral
Account open karaya jisase bahut achha vyavahar aur sari bate bahut saral aur spasht shabdo me batayi,neutral
nothing find in box except one dhakna of bottle shame,neutral
improve door step delivery,neutral
best service,positive
nice service,positive
since last few month,neutral
not receive my debit card yet,negative
please call me agent not call you agent me,neutral
blue dart symble of reliability promptness u keep it up,positive
your delivery agent throw rhe product call recording of what he say he accept he throw parcel he do that again what kind of behaviour this he didnt give my parcel my mother respectfully,negative
get wrong order,negative
disappointedworst servicewouldnt recommend anyone n if someone tell or ask use bluedart surely make assure that he also doesnt use bluedart courier in his whole life,negative
good behaviour,neutral
it too late for delivery,negative
company track system need take care,neutral
not recieved order which gsk you deliver order,neutral
great service,positive
pankaj singh,neutral
not receive,neutral
please make sure that courier hand over right person,neutral
my package not deliver me where my parcel,negative
waste service,negative
customer first,neutral
good,neutral
poor delivery service,negative
good,neutral
ho gurugram dispech but till time not receive h parsol long time delay h parsol please quecly provide h parsol,neutral
delivery guy keep ring bell very much in hurry rude,negative
top class service very polite behaviour delivery executive very knowledgeable highly satisfy with his service,positive
good behaviour boy,positive
this not my order,neutral
your delivery boy manner of communication very poor he didnt come my address deliver parcel instead,negative
very patient well speak delivery guy v respectful helpful,positive
let me use first,neutral
receive wrong parcel,neutral
good,neutral
thanks,neutral
not deliver at door step,neutral
good,neutral
good,neutral
best delevery person good behaviour,neutral
would like report issue regard my recent delivery delivery boy do not deliver order on time also provide incorrect information his officesystem regard delivery status,negative
good service,positive
very good,positive
service good,neutral
thanks,neutral
very good excellent,positive
ok hai banda pura,neutral
good,neutral
suppose deliver on th november but personally collect by my son on th november also,neutral
parcel long time wait deliver,neutral
bad service of bluedart come take order from store,neutral
yes,neutral
great service,positive
fraud saaalee,neutral
Exchange please,neutral
delivery guy didnt deliver doorstep keep haggle come away from home also rude while talk,negative
please cancel my order this wrong item,negative
Very rude and unprofessional delivery person- Ashish Chowdhury.,negative
nothing much well,neutral
bluedart delivery service not available in our area,negative
rong product money vest,neutral
it take almost two week deliver my order,negative
very bad service on head office also delivery boy miss behavior on telephone,negative
tell your staff maintain some patience while have conversation,neutral
do not receive any parcel,negative
should notify customer in every hub parcel reach,neutral
it not deliver medelivered wrong person,negative
keep discipline employee sometimes they reject order by themselves,neutral
good,neutral
not receive my order even after speak delivery guy ask him deliver it on th nov even since no one available receive parcel,negative
already make order delay without contact customer mark that customer not available,negative
Yes,neutral
not deliver yet,neutral
person who come for delivery helpful,neutral
worst delivery,negative
Account opening process is good provide more account types option through online.,positive
delivery agent mark delivery without even attempt till time escalate they didnt have any intention delivery,neutral
No,neutral
friendly helpful,positive
item not deliver,neutral
very poor service,negative
thank you,positive
great,neutral
envelope open,neutral
best service,positive
there delay in delivery of shipment,neutral
rd class service,neutral
order not recieved delivery guy ask otp before delivery of order still not recieved order on of bad service cheeeeee still he not bring deliver order but recieved message ur order recieved,negative
good service,positive
bad service day delay deliver my parcel,negative
it good,positive
Tvs,neutral
happy,positive
thik hai,neutral
extremely poor,negative
good service,positive
not deliver,neutral
thank you for prompt safe delivery of my order your hard work very much appreciate,positive
The colour and design of the product is absolutely different.I want to exchange.,neutral
delivery delay than give time,neutral
it good but not a it custy,neutral
bahut jyada lal ho gya hai purana stock pack karke bhej diya hai or isme return ka option nahi hai,neutral
excellent service,positive
it not my order,neutral
havent receive my product dont even delivery agents number it very expensive item,negative
thank you blue dart really fast delivery,positive
nothing,neutral
good,neutral
Item has been changed.,neutral
wonderful,positive
package recieved openend item not miss but seem like magazine read once put back,neutral
osm,neutral
good,neutral
very good,positive
delivery person leave parcel with security guard without inform me u at home there no attempt make deliver my prepaid order my doorstep nor do receive any phone call informing that parcel leave with security guard just sms informing that order deliver hand security,neutral
deliver on time not return if customer fails receive call sometimes they unable not avoid,negative
bad service that never see,negative
on time delivery,neutral
bekwas mhuje mila hi nahi order fhir delivery kese kr di,neutral
good logistics service no further comment,neutral
delivery guy tell me that logistics partner mr gupta very cheap personhe do not want spend any money for deliveryvery poor service delivery delay by dayspatheticnever go recommend never go use bluedart,negative
not at all good,negative
neela kumar very good delivery person thank you blue dart,positive
item damage plz return this,neutral
order already reach hub delivery agent didnot try contact reschedule for day continuously didnt receive any call from aluva blue dart partnerslast go collect item,neutral
delivery boy say,neutral
please hire delivery boy who know area,neutral
u deliver mewring courier,neutral
Overall good experience ,positive
great,neutral
bluedart,neutral
good job,positive
good service,positive
very poor service this expect reach by st of oct your representative give fake update that iam not available for receive pathetic experience this dsc token which need on st for itr of my firm now pay rupee fine just because of this delay,negative
good delivery experience,positive
kit not recieved,neutral
any packet receive it show deliver not deliver no call receive not receive any otp,neutral
please full knowledge of pin code during this delivery my parcel return say wrong pin code but code right e after see msg about parcel return contact your customer care no edit code which wrong but parcel deliver with this wrong code so please check your pin code update yourself,neutral
very good service,positive
iam not receive order please give me detail,negative
good,neutral
"Every thing is good 
Please keep privacy & security related issue always.",positive
etta nikha manai hm kbhu nhi dikhen,neutral
parcel not deliver still you show a give what kind of shoddy service this dont even your agent no,negative
good,neutral
language,neutral
hi ok,neutral
keep it up,neutral
same day delivery start by bluedartgreat service,positive
deliver doorstep,neutral
wont order anything around chathbut his delivery quick,neutral
good,neutral
good,neutral
yes,neutral
My wrong mobile number updated by idfc first bank in ckyc records,neutral
this replacement order earlier it deliver from u but box completely open wrong product deliver in future if such thing u notice please dont deliver return back seller,negative
good,neutral
very good,positive
kind person,neutral
ok,neutral
"The employee name Himanshu Chaudhary explain the account features in a very good manner 
I appreciate his efforts also as he is opened this account after the banking hours ",positive
nic,neutral
good delivery thank you,positive
they deliver product a damage not ready open in front of usamazon also not provide return option,negative
bed behavior,neutral
want cancel my order,negative
deliver so soonthank you,positive
very very bad service,negative
kharb sarvise,neutral
good service,positive
thanks for quick delivery,positive
nothing,neutral
superbbbb service,neutral
very good service,positive
well,neutral
sharan very kind hard working,positive
excellent,positive
good service,positive
blue dart know for safe quick delivery delivery staff equally trained responsive mr rahul,neutral
there bit of delay in initial stage but however after some communication everything go on well,neutral
beat service in aizawl,neutral
apne merko cl karna tha,neutral
not good product,negative
good,neutral
time late,neutral
nice,neutral
I don't have any word for bank my money but can't use why ,negative
good,neutral
best service also really commendable thank you,positive
receive in time,neutral
tomuch late,neutral
v good,positive
"All services are good
",positive
good service,positive
order sit at near hub for half day,neutral
notice my issue receive by main name ke jagah ffgggg hai fraud hua hai mere sath,neutral
u already fast good,positive
deliver wrong product,negative
goo,neutral
verry good,positive
everthing well,neutral
not same as show a picture,neutral
ok,neutral
recieved different product from what actually order,neutral
nice meet your team,positive
good job,positive
best service,positive
very prompt,neutral
come fake j phone what can do,neutral
current status of parcel should update customer,neutral
my number update incorrectly,negative
nothing,neutral
very good,positive
number contact delivery in case of untimely incident,neutral
professional timely service,neutral
excellent,positive
bad delivery,negative
nice,neutral
delivery very late shipment not deliver on time each day it say undelivered home no one call me or try deliver,negative
get in touch in case of delivery get delay,neutral
want return my order,neutral
wrong parcel give me,neutral
shipment not receive but get massage by delivered,neutral
always parcel delever too late,neutral
beacause this parcel not deliver on time almost day delay second thing this parcel not deliver by blue dart delivery boy go at blue dart office take my parcel they even didnt try once deliver when go at blue dart office they say it not our fault our staff on leaf like seriously thank you for give bad careless service,negative
good,neutral
good,neutral
thora late lakin thik hai accha hai,neutral
please shorten you delivery day,neutral
bekar service hai aap logo ki pkt mere abhi tak nahi aaye ko aane,neutral
do not receive parcel how can you say it deliver self,negative
good,neutral
very good,positive
very good,positive
ok service,neutral
no comment,neutral
nil,neutral
delay delivery,neutral
good delivery,positive
even give my rating cumbersome process no respect punctuality or sense of time deliver your package,negative
very good,positive
delivery person very cooperative service good he call for adress,positive
none at moment,neutral
not receive,neutral
late delivery,neutral
nice,neutral
want return,neutral
happy,positive
you super,positive
delivery person refuse deliver in first floor after complaint only he come stand in street after nag for awhile he deliver,neutral
good service,positive
very good,positive
timely delivery,neutral
courier person not able deliver on same day,negative
good,neutral
bad experience,negative
not delievering at right place still show delieverd,neutral
overall good experience,positive
courier guy didnt call not sure who he give product,neutral
"Some technicle issue I faced to open an account through the mobile app , bank cc helps me and then I became successful to open an account. Overall the process was so easy and beat part was to generate internet banking and mobile banking very easily no need to go to bank . I am the new now I will see the experience more and more and than I will be able to give my feed back properly. ",positive
good,neutral
Best experience I have had till date.,positive
it not deliver right person,negative
good service,positive
ek no,neutral
you give me in rupee but todays offer show price rupee thats not good,negative
incorrect order receive,neutral
do not find any need for further improvement,neutral
bad service article receive chennai on deliver ar pm hub my house less than km,neutral
good,neutral
great,neutral
little bit slowthe package hub just min frok my house it out for delivery since but get it at pm,neutral
good service by delivery executive,positive
good service,positive
do not get delivery,negative
your guy didnt come home go your office complain then get my card,negative
nie,neutral
good service,positive
fast good service,positive
good,neutral
Amai kitna bacha  hai,neutral
you guy delay for day also you mention google adress wrongthis total chaos,negative
best service,positive
not receive,neutral
definitely,neutral
excellent service provider package deliver within day of place order online,positive
excellent service,positive
just call once when your delivery partner cant reach u mention first area of delivery out of delivery areavery poor service pic my courier from km away,negative
excellent,positive
nice,neutral
very good,positive
yes,neutral
raise complaint because wrong order receive please refund my amount,negative
Got 1 sbi cards instead of one.....God knows how..and which one is valid...,neutral
very pathetic service form your local delivery partner,negative
very good delivery,positive
excellent,positive
he good,positive
good behaviour,neutral
shipment not deliver by delivery staff,negative
HCH,neutral
bhari,neutral
no recommendation,neutral
want return my order,neutral
Tell you delivery boy to behave properly and teach him how to talk with customers. Pathetic experience from your delivery boy. I kept telling him the address but he is nit ready to listen and shouting on me only.,negative
deliver at proper address delivery man many time without approach concern customer,neutral
all good,neutral
take you day plus your mathura people claim there issue at my side my address wrong or nobody there receive parcel which blatant lie this very rude unacceptable never ever recommend bluedart anyone ever again,negative
osm,neutral
You are encouraging fake seller. The COD  item was sent with no details of sender.,negative
i will try better seving improve my account ,positive
not receive it,neutral
not interested,negative
didnt receive product,negative
ye batter,neutral
do not receive my order,negative
ye shi nhi aaya,neutral
if customer call near door executive should come near door give executive stand downstairs ask customer come down collect,neutral
good,neutral
havent receive any parcel today,neutral
good,neutral
delivery in time delivery boy good behaviour,neutral
good,neutral
inform delivery executive wait for minute but he go update a im not available,neutral
not applicable,negative
because product size small,neutral
good,neutral
Good service ,positive
not surely,neutral
Nothing,neutral
not deliver meurgently need your help,neutral
good,neutral
take long drive collect it from depo,neutral
sab log sukhi raho,neutral
service goo,neutral
not deliver my address go collect from them bad service in previous occasion havent receive any call but status keep on be update a consignee not available collect them at office same thing for all delivery,negative
સરસ ,neutral
genuine courier company always reach on time safely deliver every parcel thank you blue dart for connect with u,positive
fast delivery,neutral
return please help me,neutral
get empty box with sqeezed paper inside product not there,neutral
tell delivery guy keep my parcel at shop a not present at moment but think he keep it in wrong place,negative
very bad pathetic service,negative
Y,neutral
actually get my product day earlier than actual delivery date this what it tell about delivery service of blue dart thankyou for wonderful service delivery boy behave in respectful way while talk with me this what every customer expectthanku so much man,positive
good,neutral
dont take parcel if you cant deliver,negative
delivery nice express good delivery,positive
not good service,negative
it ok unbelievable gorgeous service,positive
it good,positive
blue dart ongole current address not update in google,neutral
your person who deliver on friday liar,neutral
nothing,neutral
ok,neutral
nice,neutral
very good,positive
my order damage,neutral
good,neutral
it already at it best,positive
supar,neutral
"It's a seamless process.  Opened an NRO/NRE account from overseas and the steps are very very easy to follow and such fast track service to open account. 

Excited and looking forward for continued services to use the banking facilities ",positive
today receive,neutral
bad kakakkak,neutral
delivery note msg say it deliver bobby,neutral
No,neutral
Need credit card,neutral
"We are proud to have joined such a bank, our IDFC Bank is considered the first of its kind.",positive
super service,positive
gud service,neutral
my not receive at location,neutral
delivery person great but order deliver late by day,neutral
parcel not deliver me not receive,negative
good,neutral
great person,positive
get wrong parcel,neutral
good,neutral
good service,positive
delivery late,neutral
late service,neutral
satisfied,positive
very nice,positive
very nice service,positive
yes,neutral
please give me sachin kumar detail who receive my shipmentas dont know himand how your person give parcel other one without inform me,neutral
good sarvice,neutral
happy,positive
Nil,neutral
good,neutral
dont like,negative
good experience,positive
please order ko cancel kiya kariye kariye,neutral
bad,neutral
delay de,neutral
very good service,positive
delivery time little long,neutral
service ok,neutral
product prepay but delivery person still take parcel worth only rs person accept parcel not aware that product prepaid please refund amount take necessary action,neutral
parcel open amd item side miss delivery person say deliver in this position only,neutral
Great delivery guy! Was smooth process!,positive
good,neutral
good service,positive
ddt receive my order,neutral
do not receive any parcel from bluedart,negative
little bit late but excellent service,neutral
not give door delivery go personally collect consignment,neutral
receive product in good condition on time quality excellent,positive
good,neutral
bed product,neutral
Na,neutral
packet not receive,neutral
package completely torn,neutral
product damage you spell my name wrong,negative
super,neutral
late delivery,neutral
All the best,positive
nice,neutral
very delay,neutral
not deliver,neutral
good,neutral
very good,positive
bad very very,negative
Received my parcel by self. No update regarding delivery on registered mobile number. Delivery person number not provided by message. No call by delivery agent.,neutral
good,neutral
good,neutral
ok service,neutral
nothing,neutral
thanks,neutral
Thank you so much  and I hope IDFC will lead me to good aty financial development ,positive
Delivery boy ne mere given address pe delivery karne se mana kar diya reason de Raha hai ki aapke Ghar taraf ka koi parcel nahi hai isliye hum waha nahi Jaa sakte. Or wo mujhe suggest kar rahe the ki aap chowk pe kisi janne Wale se delivery le lijiye tab mujhe majburi me chowk pe kisi janne Wale dukan Wale se delivery lena pada,neutral
good communication wonderful service,positive
product not deliver,negative
good,neutral
amazing service,positive
good,neutral
greay,neutral
never try do shippment via bluedart courier this my oath that take after this delivery you bad in handle customer service as well a promise delivery,negative
excellent,positive
definitely,neutral
have very bad experience with your delivery agent,negative
keep it up,neutral
nice,neutral
No,neutral
very fast reliable service,positive
very good,positive
it good,positive
satisfy with service,neutral
why should go collect my parcelas per conversation with blue dart staff they dont enough transport facility in neelambur office then why you guy transit parcel neelambur officethis not first time even for one of my another parcel from bank you guy update wrong information like not available in particular address return back banksame problem for few other people a wellbetter shutdown neelambur branch office incase you dont any vehicle or service man,negative
not receive it yet,neutral
good,neutral
satisfied,positive
different delivery slot can give a option,neutral
yes,neutral
sabse kharab service h,neutral
good service,positive
How could your agent deliver the products without my consent...,negative
Still not working after almost two weeks - failed to even transfer money into my NRO acct - not sure how long will it take and the overall process is not clear,negative
delevre ok,neutral
very good,positive
good service ankit,positive
Good,neutral
good sarvice,neutral
good service,positive
recive,neutral
every day false status update about address consignee address incompleteincorrect,negative
good,neutral
not good delivery a delivery agent call but call not receive my phone junk miss call receive only have go there office collect my parcel,negative
not at all satisfactory parcel nt deliver since last day when use call parcel nt with u but parcel with them they not interested in deliver itwas fully tire by call all staff from branch branchpoor service not recommend anyone,negative
well behaved delivery partner,neutral
need improve customer service,neutral
nice delevery boy,positive
please give me call,neutral
thank you,positive
definitely,neutral
didnt get my percel,negative
your delivery boy very bad,negative
want return this order,neutral
thank you for delivery,positive
should not take day deliver from gurugram delhi,neutral
No,neutral
best service,positive
very good,positive
delivery guy so rude not able pick up call because on duty be doctor pick his call after miss or call,negative
dear team still courier not receive also one courier not receive since month so please check confirm tomorrow on priority basis if tommorow problem facing by staff so please call tommorow on below no,neutral
Good service provided ,positive
courteous polite,neutral
didnt get parcel,neutral
very nicesuggest start intercity food or material below kg delivery uber parcel syarted,neutral
service good,neutral
want return my parcel because it defective,negative
delivery boy very helpful friendly,positive
it cheating business order from anant fashion online cotton saree deliver completely torned use dirty saree,negative
delivery agent so rude he very aggressive ill mannered person very disappointed with his behaviour,negative
delivery agent do not call me,negative
nice,neutral
minimal call with area awareness,neutral
good,neutral
good,neutral
last time definitely have bad experience,negative
didnt receive parcel it deliver somewhere else,negative
you lie parcel which express delivery deliver after day delivery agent lie say that they have attempt delivery on two day which not do then they inform that he on leaveonly after repeat follow up package deliver,neutral
good,neutral
one object damage,neutral
today,neutral
order fake want return itim very disappointed,negative
keep up good work,positive
good,neutral
excellent,positive
nice,neutral
You should provide delivery agent number after showing......out for delivery,neutral
there should some kind of otp verification,neutral
it commit by amazon through which purchase product that delivery agent open product get it check properly but delivery guy refuse do same very rudely also receive only shipment expect both shipment today,negative
it awesome,positive
nice fast service,positive
Very nice ,positive
product superb sound quality aloso super,positive
excellent,positive
not delivers product,negative
thanx your service very best n staff too gudthanqu so much blue dart,positive
very bad service,negative
good,neutral
self collect from your hub every time always late delivery very poor delivery person,negative
poor product,negative
good service,positive
super good,positive
nice,neutral
dont know who it deliver but mark a self,neutral
T,neutral
courier not yet deliver request reconcile,neutral
good,neutral
very nice,positive
good,neutral
do not receive order,negative
excellent,positive
majshdnsj nshshs,neutral
nice product,positive
didnt receive complimentary gift,negative
th u,neutral
drop my order km away from my house deny doorstep delivery talk roughly during call,neutral
it hasslefree delivery,positive
good,neutral
No,neutral
good improve customer care service wey tamil language not in customer care service,neutral
bad service,negative
Nothing,neutral
good,neutral
product not,neutral
parcel not receive,neutral
Delivery boy does not come to deliver parcel and keep updating FALSE status there. In my case,negative
worst delivery service,negative
excellent service,positive
nothing,neutral
person tell me that not give it your home because give service only on main road at market only,neutral
super watan,neutral
fast delivery,neutral
good,neutral
very good behaviour,positive
good,neutral
fast delivery,neutral
option provide alternate number,neutral
IHi I wanna exchange the product received as it's not fitting it's too small size. please share me the link to exchange it.Thank you.,neutral
dont manner talk with customersvery rude female person who deliver today parcel,negative
return it a want xl size,neutral
good,neutral
shipment not,neutral
miss my one order didnt not get any kind of call receive message for didt receive call,negative
fake jewellerywrong jewellery come customer,negative
rider contact information should provide for convenience of delivery good experience,positive
awesome service,positive
good,neutral
excellent deliveryi happy receive this shipment,positive
wrost service do not respond any call deliver material some one else address,negative
good,neutral
fast service,neutral
not receive any delivery,neutral
nothing deliver,neutral
good delivery,positive
goo,neutral
ok,neutral
Kailash jat,neutral
Very nice 👍,positive
package not deliver me,neutral
delivery person leave out with building security,neutral
want cancel my order but delivery person do not contact me at all deliver at security guard,negative
very good,positive
very good service,positive
No,neutral
so happy,positive
Lonic,neutral
best,neutral
continue serve like this,neutral
