text,label,confidence
ok thanks,neutral,0.5382519960403442
very good,positive,0.9482112526893616
just keep up good work,positive,0.9227258563041687
The courier was actually a paid order I paid 1199? to it and received a fraud courier how do I deal with the situation please do help me I have paid through blue dart courier UPI account is there possibility of avoiding sending the payment to them,neutral,0.5397816896438599
receive,neutral,0.714394211769104
my product not deliver accord my comfort,negative,0.8079604506492615
excellent service,positive,0.9300705790519714
nice service,positive,0.8408102989196777
excellent,positive,0.9086722731590271
didnt receive package who misbah,negative,0.8657952547073364
product out for delivery on expect date,neutral,0.8834483623504639
it good delivery fast that product also safe good delivery,positive,0.9325981140136719
very nice but bit not definite with her prediction date,positive,0.7712807655334473
reliable service always,positive,0.8325497508049011
who parcel give no call just get message stating deliver didnt get it,negative,0.8429833054542542
great job,positive,0.8852095007896423
box inside squish into bad condition,negative,0.8175528645515442
after day effect,neutral,0.7578092217445374
delivery wrongly mention a attempt but no one available yesterday with no one even call me today receive package broken it seem tamper with,negative,0.9063400626182556
very good service in this courior best shipment,positive,0.9571061730384827
service really good,positive,0.9473418593406677
well,neutral,0.6460579633712769
want return jean,neutral,0.8243036866188049
wrong size,neutral,0.5263380408287048
name of delivered person incorrect unprofessional company,negative,0.9423907995223999
good service,positive,0.8297358751296997
why this deliver someone else without me notify or call not aware about this deleivery,neutral,0.5917761325836182
very good service,positive,0.9318373799324036
very fast service,positive,0.9106233716011047
please deliver my passbook properly,neutral,0.6057982444763184
very polite behaviour of delivery man,neutral,0.5862110257148743
good,neutral,0.6630253791809082
Yes ,neutral,0.4725632965564728
good time bound service,positive,0.8613482117652893
it good,positive,0.8429408073425293
not good not bad,neutral,0.6417442560195923
nice,neutral,0.6387196779251099
"Coming from ICICI bank, my experience has been great while opening the account. I hope the great customer service continues beyond opening.

As an aside, the customer service execs are much more knowledgable that I had experienced earlier and are willing to understand and help as much as they can(sometimes its not possible)

I cant specifically think of anything better but as an NRI if you can tell all the services you provide(either upfront or through emails), it will be easier for me to decide, its going to be good business for you too. win win.",positive,0.9512693285942078
Satisfied ,positive,0.855863094329834
good service,positive,0.8297358751296997
good service,positive,0.8297358751296997
good work,positive,0.8765435814857483
very pathetic service,negative,0.9655530452728271
good,neutral,0.6630253791809082
Please provide the delivery boy no to know about the delivery status by what time he will reach the destination of the order,neutral,0.8844438791275024
do,neutral,0.5157424807548523
exclent,neutral,0.6083992123603821
"yes. before opening account via website (which was fluent), I went to open account directly to a newly opened branch in our area. I went on the first day of branch opening, and asked them to open the account. One of the person there said that account can be opened at my house only. So, I gave him my address, timings and phone number. He didn't come. I asked him second day, he again said he will come but didn't. Two days later, he himself called to come that day, yet he didn't. Then finally, I myself opened it online. Online was very fluent, liked it. I was also interested in a credit card. Online person said I'll get a call for the same, but no one has reached out yet. 

Regardless, it was a great experience.",neutral,0.6764973998069763
No,neutral,0.49548888206481934
receive,neutral,0.714394211769104
good service,positive,0.8297358751296997
im happy,positive,0.9517217874526978
good,neutral,0.6630253791809082
delivery person very rude he not civic sense,negative,0.9770109057426453
totally unprofessional behavior,negative,0.9569820761680603
weldon,neutral,0.6163514256477356
mi behaviour,neutral,0.46594348549842834
not receive order but get deliver self,neutral,0.5501480102539062
delivery boy very friendly very good behaviour,positive,0.94698166847229
good,neutral,0.6630253791809082
order pehle check karne ka option hona chahiye,neutral,0.7945326566696167
delay a per aspected date,neutral,0.8401203751564026
service not good,negative,0.9646061658859253
super,neutral,0.542172372341156
excellent,positive,0.9086722731590271
partial order miss,neutral,0.5537387728691101
increase pay for delivery boysgirls,neutral,0.7931573390960693
very very bad service,negative,0.9622771739959717
on important document security measure need improvement,neutral,0.735834538936615
not bad,positive,0.7128418684005737
self,neutral,0.6020625829696655
good,neutral,0.6630253791809082
excellent,positive,0.9086722731590271
place my order on nd october,neutral,0.9185224175453186
nice service,positive,0.8408102989196777
"Less branches 
When open account need self cheque require 
Must be open account with cash money",neutral,0.8420724868774414
excellent service,positive,0.9300705790519714
outstanding,neutral,0.6654027700424194
delivery person not come home he din come home delivery he say you come take it not able come so that bad service,negative,0.8497605323791504
good,neutral,0.6630253791809082
delivery boy serve this product so gently,neutral,0.6959949731826782
no comment u already do great job keep up good work,positive,0.951004147529602
parcel deliver outgate security if apartment complex motto my apartment find this outrageous in,neutral,0.5009897947311401
"I was told by DBM that account would be opened under Wealth category and I should be receiving my wealth debit card within 3-4 days. Account was not opened in wealth category and I had to 5-6 follow ups to get the status and the wealth debit card. Overall experience with branch staff is not good. Had a discussion with branch manager as well and he was also sounding clueless. No update was provided by branch manager as well although he promised to revert. I didn’t get what was promised to me so not a happy customer. 
I have NRO/NRE accounts in other banks and services are great including the relationship manager assigned to me. ",neutral,0.6617450714111328
they didnt delivered address give shipping address come collect if iam refuse delivery person say postpone next day delivery,negative,0.8160682320594788
good service n service provider boy v good,positive,0.9700984358787537
good,neutral,0.6630253791809082
very badmuje hi lekar ana padha office se,negative,0.8177682161331177
they do fraud,negative,0.9090006351470947
not at all,neutral,0.5773724317550659
who bahan khushbu pls contact me mujhe abhi card nahi mila hai main kisi khusbu ko nahi janta,neutral,0.8748499155044556
delivery staff never contact adress myself visit office collect it,neutral,0.516065239906311
my parcel not receive,negative,0.7902168035507202
my parsal delivery date nov but parsal delivery nov,neutral,0.8611631989479065
nothing,neutral,0.5349960327148438
excellent service,positive,0.9300705790519714
fast delivery,neutral,0.5395807027816772
that not,neutral,0.5236178636550903
very good service,positive,0.9318373799324036
courier delivery team not attend location of delivery,neutral,0.565162181854248
timely quick delivery,neutral,0.5261486172676086
yah order mujhe bilkul pasand nahin aaya le liya hai maine mujhe order wapasi karna hai,neutral,0.8084672689437866
excellent,positive,0.9086722731590271
no advance intimation of delivery on firat attemptsrd attempt,neutral,0.8058736324310303
gd job dada,neutral,0.5716996788978577
good,neutral,0.6630253791809082
Dear team The delivery executive did not hand over the parcel to the concern person. But the tracking shows it has been delivered. Delivery person number - +91 90195 14984,neutral,0.6184489727020264
delivery partner rude,negative,0.9045854210853577
bad service,negative,0.8802351355552673
I like the account especially IDFC app it has all the things like UPI and other at one place,positive,0.9411258697509766
good,neutral,0.6630253791809082
good behaviour fast delivery,positive,0.7913558483123779
very bad service delivery service self service,negative,0.9289165735244751
it fake dont buy it,negative,0.8250041007995605
ask reschedule delivery,neutral,0.8259733319282532
delay order,neutral,0.5892709493637085
very bad experince by blue dart,negative,0.9298973083496094
very good,positive,0.9482112526893616
good,neutral,0.6630253791809082
bullshit service never ever use this type of courier serviceno update,negative,0.9786086678504944
very very good,positive,0.9650389552116394
delay delivery incorrect reason give for not deliver suck,negative,0.9381669163703918
return this dont like this sticki sticki,negative,0.8471595644950867
parcel not deliver,negative,0.8055118322372437
excellent,positive,0.9086722731590271
good,neutral,0.6630253791809082
bad,neutral,0.5937843918800354
want return my order,neutral,0.7481696009635925
receive my parcel on time,neutral,0.7229743599891663
fast delivery,neutral,0.5395807027816772
Good service ,positive,0.867409884929657
number,neutral,0.5511549711227417
Apke exicutive v bank ki sarvis behtar hai seving me Milne wala entres bhi achchha hai khata kholne me asani Hui.,neutral,0.8155952095985413
very poor service,negative,0.9449765682220459
nice service,positive,0.8408102989196777
good service,positive,0.8297358751296997
not receive product still update a deliver,neutral,0.4814101755619049
not receive parcel,neutral,0.5949524641036987
by call consignee by delivery person before reach his house provide contact no of delivery person through out for delivery massage,neutral,0.9074866771697998
very good person,positive,0.9483963847160339
very fast service,positive,0.9106233716011047
very good,positive,0.9482112526893616
your service always best,positive,0.9061501622200012
good,neutral,0.6630253791809082
delivery person can mark customer a not available reschedule easily without call,neutral,0.687489926815033
fast delivery,neutral,0.5395807027816772
delivery have in exact same expect date think it delay because of guwahati hub network issue but it resolve deliver me at expect date thank you for deliver it in give date,neutral,0.5183942914009094
great delivery guy,positive,0.9016031622886658
very friendly cooperativevery good service,positive,0.9528388977050781
not good s,negative,0.912257969379425
do not deliver house leave at security,negative,0.7142292261123657
bad organisation no payment mode available delivery not flexible,negative,0.9083272218704224
extremely good,positive,0.90248703956604
good,neutral,0.6630253791809082
for this delivery,neutral,0.7740302085876465
good,neutral,0.6630253791809082
parcel should deliver day ago very poor service always delevers order late,negative,0.9170437455177307
near delivery,neutral,0.6478786468505859
good,neutral,0.6630253791809082
delivery guy ring bell keep parcel on door mat vanish do not wait handover parcel first time we come across such poor service,negative,0.8866956233978271
best,neutral,0.45735740661621094
good,neutral,0.6630253791809082
not receive,neutral,0.5191618800163269
communication good,neutral,0.6185858249664307
kisi b person ne cal nhi kiyakhud jane ke baad uthaya h km jane ke baad,neutral,0.754031240940094
deliver name wrong,neutral,0.6858583688735962
shipment wasnt deliver my doorstep neither do receive call for delivery when try contact customer service,negative,0.8989689946174622
I recently had an exceptional experience with your Blue Dart Delivery staff during the shipment delivery process. Their professionalism and prompt service truly stood out.,positive,0.9811438322067261
not at all good service,negative,0.906917929649353
please return this product poor quality,negative,0.9666765928268433
nice,neutral,0.6387196779251099
good service,positive,0.8297358751296997
refund not useble product,neutral,0.5524681806564331
speed delivery,neutral,0.6238182187080383
it timely delivery,neutral,0.6585139036178589
nice,neutral,0.6387196779251099
very good service,positive,0.9318373799324036
courier person not work property,neutral,0.5551050305366516
good service,positive,0.8297358751296997
package not deliver,neutral,0.6968783140182495
amazing service delivery agent attitude good,positive,0.9394145011901855
on time delivery,neutral,0.6559246182441711
deliver on time,neutral,0.6479045152664185
praise,neutral,0.5921072363853455
nothing,neutral,0.5349960327148438
order not deliver,negative,0.7445766925811768
not satisfy because you give me different product that product also scratch,negative,0.7657275199890137
As shared already ,neutral,0.7298476099967957
very frustrating slow delivery everrrr genuinely very very disappointed from your service if there option that can rate in 0 than would like rate without any hesitation,negative,0.9639653563499451
No,neutral,0.49548888206481934
excellent service,positive,0.9300705790519714
good servic,neutral,0.6381145715713501
not receive this order,neutral,0.5136737823486328
good,neutral,0.6630253791809082
nic,neutral,0.5663321018218994
Nothing,neutral,0.5676093697547913
good delivery,positive,0.8127566576004028
less call,neutral,0.5320442318916321
secure delivery,neutral,0.6774712800979614
deliver after week,neutral,0.7881388664245605
everything good,positive,0.8803240656852722
very good,positive,0.9482112526893616
extreme poor service delivery guy doesnt know address delayed delivery without any valid reason not recommend use this service,negative,0.9703541994094849
Nothing to add ! Keep delighting the customers through courteous service always !,positive,0.945426881313324
no proper service,neutral,0.6947963833808899
good,neutral,0.6630253791809082
good,neutral,0.6630253791809082
No,neutral,0.49548888206481934
very well behaviour,neutral,0.628850519657135
very poor,negative,0.8894841074943542
ask customer come out collect package even for first floor tell that he come ask come he not yet reach my place,neutral,0.7132702469825745
Yes me with the you good friend was my friend ,positive,0.7195266485214233
awesome service,positive,0.9023704528808594
product defect,neutral,0.5590292811393738
jo order tha wo nh aya,neutral,0.6905509829521179
improve,neutral,0.4623907506465912
product outstanding,positive,0.8196157813072205
good,neutral,0.6630253791809082
good,neutral,0.6630253791809082
good service,positive,0.8297358751296997
delay,neutral,0.5565677285194397
receive my parcel super late in evening a expect it get deliver in afternoon a receive all my parcel in afternoon since last year,neutral,0.8087884783744812
very good service very nice delivery person,positive,0.968488872051239
Since 11/01/1014 my parcel was at the centre I had to personally go and pick it I paid for the delivery fees too however not at all worth it i feel pathetic,negative,0.9610684514045715
They just don?t want to climb even to the second floor. And then I could hear a sound when he dropped the package in front of my door. I am also at mistake as I  haven?t updated that my house is on the second floor.,negative,0.7336667776107788
good,neutral,0.6630253791809082
"Good service 
",positive,0.8616321682929993
didnt get my credit card sir please deliver y my credit card sir,negative,0.8735864758491516
not same odar delivery plz return my odar,neutral,0.6651319861412048
excellent service,positive,0.9300705790519714
no proper deliveryi carry my own parcel,neutral,0.5097705721855164
polite well behave,neutral,0.6459285020828247
delivery delay false information delivery premise close not available poor service,negative,0.9125013947486877
very good service,positive,0.9318373799324036
week not recieved parcel collect office today not satisfy,negative,0.9027422666549683
out for delivery morning receive after pm,neutral,0.8686754703521729
ur delivery partner deliver my product on different address without otp,neutral,0.8034384846687317
out side damageimprove delivery quality,neutral,0.6863861680030823
good,neutral,0.6630253791809082
A /C Opening process is very fast.Apps is Beautiful.Bank staff and processing is also fast. Liked everything Excellent Banking service.,positive,0.9760268330574036
good service,positive,0.8297358751296997
delivery executive didnt call on st day of delivery say restrict area delivery reason on nd day go his location pick up my parcel by myself,neutral,0.5372491478919983
no one kol me for delivery,neutral,0.5094372630119324
supar,neutral,0.5577537417411804
who come,neutral,0.67699134349823
service very bad,negative,0.9317896962165833
ni,neutral,0.5652883648872375
such polite humble people very rare nowadays,neutral,0.4655590057373047
I didn't received any shipment. First the message came that address is wrong. But then it showed that it's delivered. Please check.,negative,0.774858295917511
so amazing order,positive,0.9018934965133667
sound quality not good,negative,0.9440882205963135
rude delivery person,negative,0.8394969701766968
subject urgent complaint regard false customer not available updatei extremely disappointed with service provide by blue dart regard my shipmenton th evening,negative,0.9534919857978821
delivery personnel rude,negative,0.9098580479621887
good,neutral,0.6630253791809082
order didnt get another it unfair my adder make return,negative,0.7299593687057495
good service,positive,0.8297358751296997
Delivery person doesn't have sense how behave with customer.. I will use bluedart in my life ever and always tell everyone not to use the bluedart,negative,0.8919432759284973
delivery boy do not call from blue dart authorize number,negative,0.707071840763092
even before recieved product he have update that product deliver,neutral,0.7927843928337097
prompt delivery every thing perfect,positive,0.8425427079200745
watch not work plz return it complain,negative,0.8418707251548767
awesome product,positive,0.9379215240478516
delivery boys behaviour very well good,positive,0.9552403092384338
helpfull,neutral,0.5964241623878479
late delivery,neutral,0.6043542623519897
nicebut mobile cover small,neutral,0.6791337132453918
bad service,negative,0.8802351355552673
definitely,neutral,0.4873427450656891
I have not received order and its showing its delivered.It is a critical bank document  please look in to it,neutral,0.5552362203598022
kg weight miss not sure sender miss it or delivery just receive box bar length around foot in those container get only kg weight but order kg weight,neutral,0.5543034076690674
delivery boy vikas very ill mannered speak very arrogantly he reluctant come upper floor despite lift without delivery ask otp scold me why not pick phone yesterday moreover ask for money despite pay online thereafter he intentionally leave all door open lift main building door he not fit for job even,negative,0.9235450029373169
good service,positive,0.8297358751296997
delivery boy ask extra r,neutral,0.8231097459793091
courier not deliver,negative,0.7132228016853333
it excellent even tough delivery not fast like other apps like amazon or flipkart,positive,0.7628737092018127
poor system mahesh nwtke pagal adami hia,neutral,0.5678055286407471
nice,neutral,0.6387196779251099
Good ,positive,0.736822247505188
order yet deliver,neutral,0.7430577874183655
very very poor delivery,negative,0.9470779895782471
not recommend anyone bad delivery service in recent time,negative,0.7207589149475098
delay delivery,neutral,0.5758784413337708
"It was seam less process.
Although Do make it permanently zero balance Account as i already hold multiple accounts. 
Also i did not see a feature on app for sb closing. Hope closing can also be done online. 

Also, can u provide a lounge access if FD are maintained or we can purchase lounge access and easily activate the same at a discount before the flight. 
",neutral,0.5988221168518066
good service,positive,0.8297358751296997
didnt receive my parcel,negative,0.9012176990509033
nice,neutral,0.6387196779251099
" હા
",neutral,0.7186757326126099
your delivery service extremely poor not only package not deliver,negative,0.9743146896362305
instead of whatsapp message,neutral,0.7159386277198792
even if number block by phone because of spam flag,neutral,0.6004294753074646
late dilivery,neutral,0.7161229848861694
No,neutral,0.49548888206481934
good service,positive,0.8297358751296997
good,neutral,0.6630253791809082
delivery boy very rude,negative,0.9468583464622498
very bad service they charge rs extra,negative,0.9626078009605408
pathetic delivery service consignment not deliver thrice but mark a consignee unavailable despite me be available at address do reschedule but same story have find address of hub come collect it myself if customer expect collect himself,neutral,0.5421808362007141
Still not get physical debit card if it's available. Overall experience excellent.,positive,0.8526583313941956
great delivery service in time,positive,0.8720952272415161
plea avoid delay delivery,neutral,0.6918590664863586
cooperative service,neutral,0.7059643268585205
good service do,positive,0.7329176068305969
nic,neutral,0.5663321018218994
outstanding,neutral,0.6654027700424194
excellent,positive,0.9086722731590271
delivery staff not interested in deliver me in apartment instead he keep parcel with security ask me collect same collect parcel today find that one bottle out of two miss want find out from delivery staff whether parcel open at time of delivery but he not attend call,negative,0.7929154634475708
very bad service,negative,0.9438402652740479
not surely,neutral,0.5455917716026306
kindly provide some change for cod customer,neutral,0.7460394501686096
very late service,negative,0.7804633378982544
very rude behaviour by delivery man with my wife,negative,0.9544665813446045
ok service,neutral,0.4980170428752899
your delivery partner return my product time have raise concern with product company get them send it again deliver no idea what your delivery partner problem,negative,0.7139909863471985
"Focus awareness to th customer, abt yr interest rate which is higher than nationalised bank. ",neutral,0.7175061702728271
No idea wright now.,neutral,0.6824347972869873
mene koi order book nhi kra mssg kese aa skte hai,neutral,0.7857344150543213
k not that much,neutral,0.6423288583755493
No,neutral,0.49548888206481934
it very delayed deliveryyour delivery person do not even call inform me about delivery,negative,0.9450557827949524
delivery guy do not do door delivery,negative,0.8647679686546326
good service tq sbi,positive,0.871273934841156
a expect,neutral,0.6636238098144531
order not deliver door step didnt call for any otp very unsecured delivery from bad courier service,negative,0.9301771521568298
fraud delivery,negative,0.866932213306427
delivery boy agent good behaviour respect full boy blue dart service good,positive,0.8235945701599121
nice,neutral,0.6387196779251099
you serve my order very late for me,negative,0.7941364049911499
order cancel,negative,0.7106908559799194
good,neutral,0.6630253791809082
good service,positive,0.8297358751296997
good,neutral,0.6630253791809082
very bad behaviour,negative,0.9312161207199097
best service,positive,0.8133760094642639
think you give unbox but it like open boxyaa,neutral,0.7383386492729187
impressed,neutral,0.6059067845344543
he ask me come different location wait for min,neutral,0.8703130483627319
what give for make it doesnt create only photo there but no number mention,neutral,0.785774290561676
very good service,positive,0.9318373799324036
I want more 1 lakh parsanal loan for help,neutral,0.7687329649925232
fast delivery good interaction thank you,positive,0.9728904962539673
no home delivery only travel bluedart office pick up,neutral,0.8192605376243591
excellent,positive,0.9086722731590271
more fast delivery increase u r goodwill thank u,positive,0.9470850825309753
not deliver yet take otp on phone call not deliver parcel,negative,0.8260032534599304
nice,neutral,0.6387196779251099
fak itam h,neutral,0.6350530982017517
recieved,neutral,0.6091389060020447
good,neutral,0.6630253791809082
they tell buy get free but receive only,neutral,0.7776690125465393
Hi,neutral,0.5590499639511108
good,neutral,0.6630253791809082
not receive consignmentthere no jayesh in our security team nor in my homemary ann joseph,neutral,0.519845724105835
unable talk customer care with my mother tounge tamil they have only english hindi unable exact track late delivery,negative,0.8491487503051758
excellent,positive,0.9086722731590271
item not deliver,neutral,0.6495009660720825
fast service,neutral,0.6125025153160095
good,neutral,0.6630253791809082
very good,positive,0.9482112526893616
havent receive order,neutral,0.5173764228820801
good performance,positive,0.9191632270812988
bhut ghatiya,neutral,0.6014090776443481
please deliver faster,neutral,0.5657846331596375
deliver in time we happy with your service,positive,0.9524364471435547
delivery delay at hub for more than day without any proper intimation try contact several time,negative,0.7368781566619873
