text,label
Very politely and very patience person thank you brot,2
Please deliver in Khanamukh too,1
Blue Dart is making full the product was open,0
It was good delivered,2
Delivery staff behaviour was good and saree is also awesome ??,2
Delivery not received and information wrongly updated,0
Timely and courteous delivery partner Ms Laxmi Randhawa,2
Ftttffffrtt,1
Delivery staff is very kind hearted and humble person.He has a good polite voice to handle bad to bad situation. I think every customer may like your customer service.Thank you for your kind service.,2
I don?t know to whom it was delivered. No phone call or information about handover from delivery person,0
The person who did the delivery was well groomed and polite .,2
Delivery person waited for 5 minutes untill the customer arrives. I appreciate his patience.,2
Very Nice Service Sohel Bhai??,2
The behaviour of delivery staff and the office staff was very nice due to some climate issues my delivery was delayed by a day and I was properly updated from both the delivery staff and head office staff I don't remember that names however their performance was outstanding and I write it 10 on 10 but still my package got slightly damaged I mean that outer shell cover I mean it was like 2 cover and the outer package was like completely smash tandoor I don't think that you have handled that properly so I deduct one star,1
A very good courier service,2
Superb delivery..,2
Good job.Thank you so much,2
YOUR SERVICE IS VERY EXCELLENT.NO WORDS SAYING ANYTHING FOR YOUR SERVICE.YOUR TEAM ONE OF THE BEST TEAM.I M PROUD OF YOU AND YOUR SERVICE.THANKS JAY HIND,2
Vhhjjj,1
Your service is good..... Delivery person also good,2
Very expensive and low bad product,0
Djdjsj,1
Great service. Bhaiya (delivery agent) didn'd hesitate todeliver my package even in the rain.,2
Please take responsibility of delivery on time and don't mention false update about availability of consignee,0
My parcel not delivery,0
excutive is not respect the customer,0
Service is hopeless due not sincere in time,0
Better service Raj Narayan,2
Good. Satisfied. But a little bit late.,1
love this,2
The delivery boy was very polite and professional.,2
Timely delivered by courier boy in just one call,2
Cucucyuc,1
Not even calling to delivery before attempting and saying address not matching,0
It was satisfied.,1
Bharat Kumar,1
The delivery was on time and receive in good condition.,2
Disaster,0
Try delivering in time,0
Nice and fast and service,2
Super serivce ??,2
Not Aplicable,1
He was on time and seemed like a nice guy,2
As shipment not received,0
It's great .. please maintain!,2
No iam not satisfy,0
Very bad no phone call done to and 1st day with out call attempt my package .,0
Fast service. Liked it very much,2
Advance timing of delivery notification,1
Awesone,2
V.Gd,1
The product was not the same plz return this product to the company,0
It should be updated on real time.,1
Fhchhchch,1
All great - very professional and polite person,2
Best service on the field thanku so much,2
Parcel contained fragile item and it was broken.,0
Good affhhjjj,1
Not bad it's good,2
Not delivered to the address.,0
Very good but a bit slower to deliver than expected but it's fine,1
Not bad I need,1
Hh ki igi,1
Excellent in providing seamless delivery,2
Thnk youuu so much,2
Good service And nice person,2
Very nice and polite behavior.  Good road and area awareness.,2
Very late delivery bad service by blue dart I really hate this type of service,0
All the products were different and served bad things and completely a different order with a bottle of urine,0
Very happy with your safe and timely delivery ??,2
Blue Dart a well known  company to delever the courier on time and fast in delhi and ncr. I appreciate the awsome service. you can improve your service with to connect to GPRS or map with this service the customer can see that where is their shipment.Thanks for your service,2
Nice delivery experience ? all good Well behaved and polite staff man.5 ?? for this interaction ?,2
Better service I m happy your delivery agent,2
Services provided by you are superb already.. Keep it up..,2
Delivery was good on time .,2
Anyway your service is very good thank you very much,2
Best courier and a good delivery boy ??,2
Bahut best and godd pu,2
Service should be improve more,1
Price less karke,1
I have tell anyone,1
The delivery person was not at all ready to give me my parcel just number due to some personal reasons my otp phone number was out of service I even asked him to verify yet he made me do the recharge of my number very disappointed,0
The delivery agent was great and service is excellent,2
Good work..nyc behaviour.... Overall very good service....,2
Delivery was as per schedule.Delivery personnel was polite and humble.,2
Its very timely and professional,2
Product delivered within in 1 days and the delivery guy behaviour is s,2
Dadar coconut hair oil bahut achha he Jo dikhayata Wahi packing I he,2
Worst div,0
He is good sincere and kind.,2
Good service PromptIn time,2
Delivery uncle was very humble,2
Everything is already good delivery boy is  very polite & has a great patience overall nice person,2
Intimate in advance probable time of delivery,1
Very pleasent delivery agent!,2
Amazing and smooth delivery. Very polite and friendly delivery executive.,2
Service of blue dart is amazing,2
Please deliver as per tracking date. This time also I had to keep track of the date and time,1
Thank you Titan ? Fast delivery,2
Product box is small broken but it's delivery boy is excellent and he talk friendly and product packaging type is nice,1
It was out for delivery two times but the next day it showed that consignee is not available but I wasn't even contacted. I search for their centre on the internet but there was no contact number. So I went there and asked them about my parcel they said it's not there and I have to go to another centre so I went there and asked them ...they said it was a little heavy so they were not delivering it and they would have cancelled  it if I did not went there and pick it up myself ....there was no initial contact ...I had to search for it myself like a treasure hunt... Worst delivery service ever... If you go on Google and search for my nearby centres and you go to the public reviews you will see every single person has reviewed them one star and said this is the worst delivery service ever because they do not deliver ...they deliver if they feel like ...they cancel it by themselves and then they say that the customer has cancelled it or the customer did not pick up the phone but actually they did not even call....You guys don't even deserve 1 star...Bluedart is shit and my entire city knows it.,0
Blue dart courier man called me and said sir I was trying to reach you but you didn?t pick my call he was laying directly without  shaming he didn?t deliver the parcel and said you can come to office and pick up. Moreover,0
Please diya hua time par parcell ko delivered karne ki koshish kare,1
Very good job done by courier partner and delivery partner guy. Thank you and be consistent.,2
delivery is always on time thanks for the safe packing and on time delivery,2
It was efficient on time delivery. No suggestions at the moment.,2
Well ontimed delivered,2
Very good service by the delivery persons,2
Clear tracking,2
As it was residential and not office,1
Wonderful delivery man,2
No need to change anything ??,2
Not to ask tip for delivery,1
I have paid 150 rs extra for the shipment to be done in 3 days....but it was delayed.... please make sure I will get the refund amount asap,0
Prompt delivery. Pl try to deliver before 5 pm.Thanks for your understanding.,1
The delivery partner first of all didn't came to the exact location,0
Delevery boy is so simple and his behaviour is good ?.,2
No thoughtsYour service is good that's enough,2
Exceptionally good service,2
Extremely efficient,2
Give employee your proper raincoat,1
We are extremely satisfied with the prompt and reliable service provided by Blue Dart. The delivery was on time,2
Fast service by delivery boy,2
Ifba person is on leave then why does your customer service executive give me that persons number,0
Prompt  and good service,2
1 day delivery from Mumbai,2
Customer support number and handling is messy,0
Best gain,1
Just maintain the deadline at the time of buying the product,1
Staff Is good but quality is shit,0
Package is broken & open condition.,0
Your delivery executive didn't contact me before returning the mail as I was in office when he attempted. Daily I was prompted for reschedule for more than 4 times without any proper delivery attempt by him. I was made to wait for more than 4 days and it was delivered today. Advise your delivery people suitably to avoid harassment to the clients,0
I received my Card,2
Gooad,2
Wrost company,0
Ur delivery agent made delivery at 6:40 p.m while I eagarly waiting for the same from morning. He called and asked to take delivery by my wife. I replied only my son at home and he can take the percel. But he told original ID must be producing at the time of delivery. I requested him I am sharing the ID proof through whatsApp. Then he told u have to there with original ID proof. This is disgusting about ur delivery agent. Whereas two day ago I have received same type of percel after sharing my ID proof last four digit number. My question is what is ur actual delivery system?? Plz try to learn good behavior to ur delivery agent.,0
All good  g,2
He was so polite.,2
Good one delivery,2
Two shirts ordered but delivered only one,0
Best service everDelivery guy was very polite,2
Anytime with this delivery guy,2
It's very fast. The delivery guy is so humble.,2
Delevery boy behaviour is fine,1
acha Nahi,0
Worst delivery experience recieved wrong product they r such irresponsible,0
Wants to exchange this product,0
Very unprofessional service.,0
Good service parcel delivered within two days....,2
Very good bihaviar and very humble Boy,2
A reliable courier service,2
Not yet delivered .but got the messenge as delivered.,0
Good and mature delivery boy,2
Very good and well behavior of delivery boy.Too fast delivery.,2
Perfect keep it up,2
Worest driver and form last 2 days showing out for delivery in traking but the delivery agent not calling and no proper response.I traveled 30 kms to my location to get the delivery status It's not good to customer Please ok improve your service more comfortable to the customers not for delivery agent and bluedurt employees,0
Very slow delivery after 9 days and colours has been changed in shoeh,0
When product arrived immediately handover to customer and don't delayed.,1
To Fast Service provided Thank You,2
He is very sweet and co operative staff..nice behaviour.i am Fully satisfied,2
To send sms in advance of arrival,1
Delivery was prompt. Delivery person was quite polite.,2
Delivery fast and talking sense good,2
Super fast delivery I loved it,2
The delivery guy was weird didnt even took otp from me for verification. Left without verification . Blue dart services are becoming worst because of employees,0
I?m fully satisfied.,2
It's good nathing to change,2
The delivery guy is polite and respectful and know the exact location thank you,2
I not get my parcel,0
It's been 2 days since the product was at the nearest warehouse which is 2km away from my delivery location. Twice I visited and they said they will scan and will deliver it. Today i visited again and the package was lying there in one corner. So i had to visit there to finally get my product delivered. Pathetic service,0
Good service..Delivery on the time..,2
Miss match delivered by,0
Delivery staff is good. Speak politely and have a good knowledge of location.,2
Good service blue dart express,2
Did not come to home. I had to travel to pick the package.,0
BLUEDART guys knowing already the shipment is fraud. I have asked him to open the shipment before payment but he denied. If you BLUEDART team already known about the fraud then whata is wrong to open the box?? Just for the payment you have cheated customers like us... This is totally disgusting operation by BLUEDART.,0
Well behaved reached on time,2
Very nice Delivery boy good service,2
By calling when out for delivery,1
Good service & in time.,2
Gooc,1
The delivery man is rude,0
Very easy to receive and welcoming,2
he delivered fast.,2
Keep up good services.,2
Delivery boys are very good,2
Thankyou for kind service ??,2
The delivery executive Pratap Das,1
Good keep it,2
Delivery person is very good & polite.,2
Polite and right on time,2
Not delivered within 48 hours as you claim,0
Rosy,1
No I didn't not like the product quality,0
When we call ur customer care it's not working at all.. Pls do the needful.. How can we contact the customer care representative? Or add alternative number... Pls,0
Very much???,1
The delivery staff was extremely efficient with his work but I am not happy with blue dart service as the delivery was delayed for more then two weeks.,0
i ordered 10days ago They delivered too late,0
On time delivery.n I m satisfied.. thanks ?,2
Delivery man should some money on them for example 20 rupees-100 rupees,1
Delivery on time. Delivery partner very polite and respectful. Followed protocol.,2
Nothing to improve all fine delivery service,2
Was happy that the delivery staff checked id proof while handing over the document,2
Very very excellent delivery thank you for blue dart,2
The package looks like it was ripped in the middle and there is tape across it.I have received only one package,0
He did not delivered prodect how can he mark prodect delivered this very bad and it is big mistake,0
Delivery was on time and the staff was polite. I would recommend your service.,2
Delivered the cover after three days only,1
If the person is not there I.e if the door is locked they can hand it over to the next door after getting signature from them or they can call them and get our consent,1
Good service & courier person,2
The delivery person was so polite and well trained,2
Reduce delaysMore updates on delivery status is  usefull,1
prompt and professional,2
M.......i,1
order is wrong,0
I had to be late for office to get the parcel delivery should have been better with customer convenience.,0
It would be definitely fine if you could time band slots so people can opt from them at their convenient time.There is a confusion and people don't really have that kind of time to wait and watch these days!,1
Thanks for appropriate delivery ??,2
367,1
good service executive is polite,2
Keep  up  the  good  work,2
Provide door delivery and talk politely.,1
Very slow service not on time delivery,0
Very smooth delivery process,2
I want to return tha parcel it is wrong parcel I have received,0
I received a fake product and i cannot talk to the senders,0
Quicker deliveries would be appreciated,1
Why is the package delivered to security when the person is at home?,0
It's only belt,1
Delivered on time no damage occurs Thanks,2
Excellent I m so happy,2
All ready better.,2
Very good service by the delivery personnel,2
Great work. Keep working as diligently,2
Very good service Fastest Delivery,2
The attenders not respond propely they have neglected customer service,0
The executive was well professional,2
Share contact number of delivery person in tracking,1
Thanks sir ? ?,2
You yery fine service,2
SARVAN soni nahi he Saransh soni,1
Love the Delievery! The delivery man was so patient and not at all rude! Very sweet.,2
Delivery guy made me to walk in the rain to collect parcel. He was standing 200m away from the delivery address,0
Provide delivery agent number to customer,1
Always reliable.  Well mannered and polite delivery people,2
Size chota hai,0
Excellent service and also delivery boy behavior is very good,2
Customer care service numbers were not working,0
Time period of arrival would be of great help,1
Delivery person is not polite. He should change his behaviour. Please advise him to polite and friendly.,0
Good ?? thank you,2
Worst delivery and delivery boy also arrogant..,0
The product quality is very bad.   There is no shine in gems . And looks like it's made in hurry and has not stick the gems properly. The product is not much good.,0
The product is not sealed at all and completely damaged product is received.,0
Shipment mot delivered,0
Fake product was delivered.. I ordered a watch worth ?1647 and they delivered me a Coffee cup worth ?50.. Totally disappointed..,0
Duplicate material supplied 2nd time not even the cost of 100/- must be published,0
Product change please return,0
it was very poor service as I have reviewed in packing a cup instead of multiple function charger which. I have ordered Feedback has been sent,0
Service is a better,1
Good service. Early delivery. Thankyou.,2
He is well mannered and very polite person,2
This product is fake i want to return this or will complaint against your pages,0
Very good sarvis for the blue dart????,2
Quick Delivery and Smart moving,2
Good service came at home to deliver,2
Lekhraj is very kind and respectful. I appreciate his service,2
This notmy o,1
It?s to good service because it?s give my product one day early thank you so much,2
Service is very good now,2
Different material and worst cloth I need to return my order,0
Worst service ever seen since a decade when my parcel was reach  on 24 may still the delivery was not made on till 27may I had to personally collect the parcel and bear the expenses to collect the parcel and the customer care says it as full raining in thane so delivery was not made and the address of my delivery was within 2 km away fro blue dart majiwada office very worst experience would never recommend any one to go for blue dart ever,0
I did not received any shipment,0
Wrong product but return this wrong product,0
West product cancel the product,0
Very poor and delayed delivery service,0
Worng package,0
fast  and polite,2
Excellent work????? and,2
Very nice good quality i love it Saree,2
Mera delivery galat aya hai 749rs liya or 2nd saree bheja hai.garib logo ko thagate ho ap log ???,0
No Dress Candels,0
timely prepaidly good,2
I have received a wrong parcle,0
Jisne deliver Kiya bahut hi siber banda hai. bahut hi smooth experience,2
Delivery service is fantastic ?,2
Tell them to give it on time and booked place,1
Delivery uncle talk calmy,2
Nice ? and thank you ??,2
I like the professionalism demonstrated in Blue Dart,2
Excellent service -,2
bsbj,1
Good nd kind,2
Delivery boy contact no,1
Always lie about delivery. They show fake reasons for not delivering the parcel.,0
Maybe give 24 -48h of heads up before delivery. Instead of same day,1
minimal calls,1
Service is good 9/10 times,2
Delivered very much in time. We appreciate promptness.,2
Good delivery before the time.,2
I have not received it!,0
Excellent service9,2
Very very bad sarvice for blue dart company,0
Excellent and Fabulous,2
Good personalised service,2
Delevery person is blaming while delevery. He is saying here after  for single post I will not come this many distance .,0
Delivery agent was good at servings this order and very polite.,2
Polite and humble delivery partner,2
Courier boy was very excellent ???,2
You Already serve better...,2
Best0,1
Good service given by Mr Sunil Kumar,2
We always recommend to everyone for your services and it's excellent ??,2
On time delivery and professional delivery agent.,2
Very good ndd very fast service ????,2
They already doing their best,2
Worst dilivery and I only went office delivery office and collected,0
Avle toLikely recommded,1
Fast delivery polite attitude minimal calling,2
Awsome experience..its on time,2
Good experience of delivery. The delivery man's behavior is good.,2
Good service person who give dilivery are very polite,2
Experience very well,2
Its the best,2
Best & class servise the courier staffExcellent,2
??????? ?? ??? ??? ???? ??? ?? ??????? ??? ??????? ???? ???? ????? ?? ?? ???? ????? ?? ???? ????-???? ?? ?? ???? ??? ?? ??????? ???? ?? ?? ???? ??? ???? ???? ???? ?? ???? ?? ???? ?? ?? ???? ????? ?? ????,1
For KYC,1
Fast and on time delivery..,2
Better delever,1
Excellent and in time the service is done ?,2
Even without checking the location... They mentioned as Consignee not in given address... And also there is no correct number mentioned in any website to contact to resolve this type of issue.. At last I personally went there and collected my parcel...It's simply waste of time to book a service with this Company... Because this is happening for the 2nd time for me...,0
Good keepit up,2
Parcel was received by me. My name is not prakash my name is Preksha. Please write and spell properly.,1
Ye parcel mere address par delever nahi kiya gaya. Maine ye parcel Transport Nagar Jaakar receive Kiya hai.Apse request hai agar aap parcel delever nahi kar sakte ho accept hi mat kiya kijiye.,0
The delivery staff is very good and he communicates so well that there is no problem for delivering any orders I do,2
Wanted to reject the consignment as it was ordered 12 days ago & no point in having it now when the requirement is over.,0
Good service by service person,2
Service is good & also well behaviour of the delivery boy,2
Very very fast service in my opinion blue dart should acquire all other shipment companies,2
Good job and I am happy with dilevery staff.he know customer problem.Thanks,2
Delivered on time Even it's raining heavily !,2
Good delivery for sure.,2
Thank you team for your great service and support.,2
The delivery was spot on without constant calling.,2
The delivery was nice,2
Delivery executive was on time and professional.,2
Everything is good.. ??,2
The agent was very polite and well mannered. Thank you for your accurate updates before delivery.Thanks a lot.Appreciate the hard work of the delivery agents,2
Pilot Behavior,1
Thank you Nipu ?,2
The behaviour of the delivery boy was bad.Asking for extra cash.,0
The bluedart service is very good?,2
Good experience. Product delivered on time,2
The parcel isnt delivered but I got the msg that it has been delivered will escalate & complaint about it further,0
Genuine product delivery,2
Please provide mobile number of the delivery staff to the consignee.,1
Blue dart courier is best,2
Very very poor delivery service It took more number times to deliver a product while comparing to other delivering.While comparing blue dart remaining all courier service providers were very nice,0
Pick up from home option should be available.,1
Good service my beta Anil received it,2
Most pathetic delivery service,0
Surprisingly beforetime delivery. Thanks.,2
Very polite in nature nice guy,2
Polite delivery guy ?,2
Delivery Boy behavior Not Good,0
Good Service. I am so Happy With Blue Dart?,2
Pant ki jagah saree deliver,0
All are prouduct very nice,2
I am happy after seeing my parcel and the delivery staff is also very understanding,2
Delivery was 3 days late Poor service Poor staff,0
Perfect and high speed thank you,2
My item was delivered before expected time. Bluedart is reliable.,2
Very polite & quick service,2
I.k,1
Good service by delivery boy sarfaz,2
Its not delivered till noww to me you people have delivered to some one else,0
Thanks you for perfect product,2
Could have come earlier,1
Nothing excellent service,2
Wairlees charge is dad ??,0
Delivery boy very good ? behaviour Thank you Nipu Da,2
Good delivery but late delivery,1
There was no call from the courier boy and the courier was delayed for 2 days. I had to go to the office myself to pick up the courier.,0
Neet to return my oder,0
Product are not correct,0
U guys literally are scammers sending wrong packages.,0
Received  Thanks,2
Very nice and gentle behaviour.,2
coopteative and on time,2
Great service. Thank you Blue Dart.,2
Pl. Try to improve,1
All better courier service,2
This time delivery is late for 2 3 days please try to be deliver on time.,1
Worst service the Dilivery boy not even came and called and was writing that i have reduced to get the order.,0
Send messages of delivery in real time pls but delivery boy ws good,1
Blue Dart us itself a Good Delivery Name and Brand,2
Not delivered do far,0
Delivery partner called me and told me that he couldn't deliver my order because of some reason. However,1
Everything went smooth,2
Delivery person is very polite n well behaved.,2
Muzhe parsal galat mil gays,0
fast n good,2
Good ? service Good delivery process,2
Fast and contactless delivery,2
Before delivery... thanx to the delivery staff..and the team.,2
Very excellent service. Keep it  up further,2
I really highly appreciate for very good Service of Bluedart Courier.,2
Excellent Service and very good behaviour,2
Your delivery partner was too much rude even ready to create a fight very bad experience,0
Superb product original,2
Very nice delivery minimum call polite and professional person,2
Awesome delivery time ??v,2
This service is fine,1
Your delivery partner updated the status and informed that the house was closed without even contacting me,0
where are my hair  products   I ordered hair products but  you give me face  products  again ? exchange parsal,0
Nothing everything is ok,2
Your delivery boy behaviour is very bad ?,0
Why you work for cheaters,0
Worst delivery guy,0
Wrong fraud,0
Bxzb,1
The behaviour of delivery boy is very good,2
Love the service !,2
So safe Neelam,2
Fast speedy delivery. Polite as well.,2
Unprofessional delivery partner,0
Time to deliver my product,1
Order marked as delivered but it isn't. I do not have delivery agent number,0
I have not received the parcel ?,0
Please provide delivery agent number for better communication,1
I didn't received it yet. How come status showing it delivered.,0
As usual service is satisfactory.,1
Good but can u give fast delivery ? ok,1
Delivery is smooth and packing is also very good. It took some time to reach me because the item is coming from kerla. Otherwise everything is good.,2
Very good day for me,2
It's better at the moment,1
.ggdhjmmbv,1
Good service and delivery agent sudhakar perfectly delivered my parcel,2
Your service is worst not deliver anything on time,0
Ahmed khan,1
No one called for deliveryLeft without confirmationWe have not informed to deliver to Lal Bahadur,0
I received message of delivery but actually there was no parcel courier received by us. Please call immediately on my mobile number 9820131216.,0
??? late service late 15days late,0
Sujit Good service,2
Usis,1
Nice and instant delivery service,2
The status tracker says consignee didn?t she if or OTP which is not correct.,0
Good fhjjvhjjjjj,1
Every thing was excellent,2
So pathetic that,0
Consignment delivered as door delivery.,2
Will be better if delivery man can ring us 1--2hours before he comes.,1
Very good service chaubey excellent,2
Good delivery staff.. highly recommended.,2
Delay from date and delivery time,0
Service is good but the delivery was little late so work on that,1
Carry on with the good work,2
Please improve on line tracking system and delivery lead time .,1
Nice good service.... delivery boy behaviour is so good....thank you,2
Delivery agent is not good,0
The man took 20 Rs from me,0
Good service and fast ???? thanks bro,2
Bgxhdhxhx,1
Good service and good behaviour delivery boy thanks kotak bank,2
Goooioois,1
Good service Bhot cute,2
Very prompt and gentle delivery.,2
Article arrives before out for delivery message?. Keep up the good work !,2
Great delivery work,2
Such a nice delivery man...,2
